#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.417204    0.417204           0
           2     0.41892    0.418062   0.0006065
           3    0.414104    0.416743  0.00115058
           4    0.414353    0.416145  0.00100611
           5    0.425599    0.418036  0.00187288
           6    0.419434    0.418269  0.00157516
           7    0.414891    0.417786  0.00142215
           8    0.417847    0.417794   0.0012444
           9    0.418999    0.417928   0.0011133
          10    0.418134    0.417948  0.00100216
          11    0.419609    0.418099 0.000922357
          12    0.419559    0.418221 0.000853479
          13    0.419373     0.41831 0.000792411
          14    0.415407    0.418102  0.00076245
          15    0.426161     0.41864 0.000880796
          16    0.427518    0.419194 0.000985164
          17    0.422968    0.419416 0.000951897
          18    0.423737    0.419656 0.000928778
          19    0.419957    0.419672  0.00088003
          20    0.420203    0.419699 0.000836429
