#   N_BLOCK:  ACCEPTANCE:
           1    0.502379
           2    0.502374
           3    0.502492
           4    0.502523
           5    0.502552
           6    0.502548
           7    0.502423
           8    0.502515
           9    0.502563
          10    0.502656
          11    0.502582
          12    0.502539
          13    0.502524
          14    0.502432
          15    0.502416
          16    0.502411
          17    0.502364
          18    0.502403
          19    0.502449
          20    0.502476
