#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.222747    0.222747           0
           2    0.223747    0.223247 0.000353701
           3    0.224566    0.223687 0.000429562
           4    0.222826    0.223472 0.000372157
           5    0.224767    0.223731 0.000377222
           6    0.224542    0.223866 0.000337724
           7    0.226295    0.224213 0.000432442
           8    0.226918    0.224551 0.000493193
           9    0.224164    0.224508 0.000440261
          10    0.221613    0.224219 0.000482089
          11    0.224257    0.224222 0.000438275
          12    0.223974    0.224201 0.000402238
          13    0.221554    0.223998 0.000419702
          14    0.223052     0.22393 0.000395124
          15    0.226448    0.224098 0.000402855
          16    0.225145    0.224163 0.000382953
          17    0.227922    0.224385 0.000419419
          18    0.219639    0.224121 0.000471759
          19    0.226561    0.224249 0.000464081
          20    0.230297    0.224552 0.000530321
