#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.19385     2.19385           0
           2     2.17892     2.18638  0.00527731
           3     2.18424     2.18567  0.00356628
           4     2.14931     2.17658  0.00831374
           5     2.19739     2.18074  0.00762191
           6      2.1771     2.18013  0.00637569
           7     2.15699     2.17683  0.00626385
           8     2.17482     2.17658  0.00548589
           9     2.16429     2.17521  0.00504332
          10     2.18187     2.17588  0.00458268
          11     2.16706     2.17508  0.00423568
          12     2.17171      2.1748  0.00389201
          13     2.15904     2.17358  0.00377671
          14     2.22489     2.17725  0.00497706
          15     2.16558     2.17647  0.00470561
          16     2.20376     2.17818  0.00471042
          17     2.20551     2.17978  0.00469979
          18     2.17286      2.1794  0.00445442
          19      2.1793     2.17939  0.00421998
          20     2.16138     2.17849  0.00410397
