#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.270488    0.270488           0
           2    0.269682    0.270085  0.00028488
           3     0.27292     0.27103 0.000794636
           4    0.270146    0.270809 0.000625967
           5    0.270082    0.270664 0.000517407
           6    0.270603    0.270654  0.00043127
           7    0.269539    0.270494 0.000397952
           8    0.273111    0.270822 0.000463523
           9    0.273568    0.271127 0.000502513
          10    0.270657     0.27108 0.000454455
          11    0.270414    0.271019 0.000417148
          12    0.269972    0.270932 0.000391401
          13    0.274249    0.271187 0.000436621
          14    0.270654    0.271149 0.000407089
          15    0.270259     0.27109  0.00038425
          16    0.269778    0.271008 0.000368876
          17    0.268265    0.270846 0.000380823
          18    0.270237    0.270813 0.000361166
          19    0.270479    0.270795 0.000342584
          20    0.272925    0.270902 0.000341614
