#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     3.61073     3.61073           0
           2      3.6027     3.60671  0.00283648
           3     3.52937     3.58093   0.0211344
           4     3.59251     3.58383   0.0160476
           5     3.53441     3.57394   0.0155875
           6     3.58945     3.57653   0.0132021
           7     3.58338     3.57751   0.0113523
           8      3.5871      3.5787  0.00999633
           9     3.59409     3.58041  0.00903056
          10     3.61277     3.58365  0.00868789
          11     3.57331     3.58271  0.00794877
          12     3.59595     3.58381  0.00736254
          13     3.60129     3.58516  0.00691788
          14     3.54146     3.58204   0.0070929
          15     3.59304     3.58277  0.00665784
          16     3.62984     3.58571  0.00686095
          17     3.59342     3.58617  0.00647233
          18     3.56338      3.5849  0.00623527
          19      3.5471     3.58291  0.00621636
          20     3.60729     3.58413  0.00602391
