#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0078564   0.0078564           0
           2   0.0019032   0.0048798  0.00210477
           3   0.0019788   0.0039128  0.00161007
           4  -0.0013428   0.0025989  0.00165919
           5  -0.0046964  0.00113984  0.00186144
           6  -0.0043204   0.0002298  0.00175965
           7  -0.0052888-0.000558571   0.0016756
           8   0.0002712 -0.00045485  0.00146935
           9   0.0034856-1.70222e-05  0.00136977
          10  -0.0011392 -0.00012924  0.00123738
          11  -0.0061948-0.000680655  0.00124169
          12  -0.0107832 -0.00152253  0.00139472
          13  -0.0030344 -0.00163883  0.00129227
          14  -0.0037612 -0.00179043  0.00120882
          15  -0.0047788 -0.00198965  0.00114454
          16   0.0022964 -0.00172177  0.00110391
          17  -0.0070964 -0.00203793   0.0010833
          18  -0.0021212 -0.00204256  0.00102312
          19    0.000848 -0.00189042 0.000980521
          20  -0.0007968 -0.00183574 0.000933018
