#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     11.6252     11.6252           0
           2     12.0368      11.831    0.145523
           3     11.6152      11.759    0.113412
           4     11.5437     11.7052   0.0969941
           5      11.922     11.7486   0.0867434
           6     12.0846     11.8046   0.0885372
           7     11.6186      11.778   0.0797732
           8     11.8136     11.7825   0.0699258
           9     12.1289     11.8209   0.0719735
          10     11.8395     11.8228      0.0648
          11     11.8178     11.8223   0.0589107
          12     11.5646     11.8009   0.0577846
          13     11.8948     11.8081   0.0537892
          14     12.2174     11.8373   0.0573432
          15     11.7304     11.8302   0.0539617
          16      11.867     11.8325   0.0506382
          17     11.6328     11.8207   0.0490027
          18     11.9944     11.8304   0.0472206
          19     12.0239     11.8406   0.0458202
          20     11.7371     11.8354   0.0438201
