#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.463613    0.463613           0
           2    0.468409    0.466011  0.00169586
           3    0.458378    0.463467  0.00236519
           4    0.461099    0.462875  0.00184646
           5    0.478164    0.465933  0.00310849
           6    0.465846    0.465918  0.00259044
           7    0.464752    0.465752  0.00222573
           8    0.458062     0.46479  0.00214506
           9    0.471884    0.465579  0.00204642
          10    0.468293     0.46585   0.0018597
          11    0.470239    0.466249  0.00173291
          12    0.460267     0.46575  0.00165867
          13    0.474298    0.466408  0.00165629
          14    0.470075     0.46667  0.00155855
          15    0.470119      0.4669  0.00147151
          16    0.471835    0.467208   0.0014115
          17    0.471537    0.467463  0.00135124
          18    0.469284    0.467564  0.00127996
          19    0.463775    0.467365  0.00122803
          20    0.463361    0.467165  0.00118283
