#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.294006    0.294006           0
           2    0.291241    0.292623 0.000977342
           3    0.293198    0.292815 0.000670062
           4    0.294213    0.293164 0.000586691
           5    0.294319    0.293395 0.000512767
           6    0.292618    0.293266 0.000443375
           7    0.293897    0.293356 0.000389113
           8    0.293466     0.29337 0.000340714
           9    0.294982    0.293549 0.000346781
          10    0.292397    0.293434 0.000330688
          11    0.294593    0.293539 0.000316979
          12    0.293213    0.293512 0.000291726
          13    0.292132    0.293406 0.000287958
          14    0.291088     0.29324 0.000311372
          15    0.295851    0.293414 0.000335765
          16    0.296056    0.293579  0.00035306
          17    0.291368    0.293449 0.000355446
          18    0.294364      0.2935 0.000339309
          19    0.294666    0.293561  0.00032695
          20    0.290662    0.293416 0.000341224
