#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.313553    0.313553           0
           2    0.310421    0.311987  0.00110719
           3    0.318583    0.314186  0.00194113
           4    0.305834    0.312098  0.00232146
           5    0.305254    0.310729  0.00222439
           6    0.303508    0.309526  0.00215474
           7    0.306067    0.309031  0.00190271
           8    0.312437    0.309457  0.00171184
           9    0.310985    0.309627  0.00153002
          10     0.31198    0.309862    0.001395
          11    0.315567    0.310381  0.00136117
          12    0.305514    0.309975  0.00130676
          13    0.304658    0.309566  0.00126863
          14    0.305138     0.30925  0.00121682
          15    0.306831    0.309089  0.00114633
          16       0.307    0.308958  0.00108209
          17    0.312338    0.309157  0.00103654
          18    0.310716    0.309244 0.000982567
          19    0.310453    0.309307 0.000932913
          20    0.311176    0.309401 0.000890933
