#   N_BLOCK:  ACCEPTANCE:
           1    0.370099
           2    0.369978
           3    0.370175
           4    0.370349
           5    0.370248
           6    0.370252
           7    0.370256
           8    0.370292
           9    0.370479
          10     0.37049
          11    0.370577
          12    0.370565
          13    0.370494
          14    0.370546
          15    0.370569
          16    0.370462
          17    0.370444
          18    0.370478
          19    0.370489
          20    0.370352
