#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.890819   -0.890819           0
           2   -0.894648   -0.892734  0.00135369
           3    -0.89281   -0.892759 0.000902694
           4   -0.893617   -0.892973 0.000702035
           5    -0.89142   -0.892663 0.000626613
           6   -0.892873   -0.892698 0.000523155
           7   -0.893495   -0.892812 0.000460656
           8   -0.893913   -0.892949 0.000423138
           9   -0.891946   -0.892838 0.000390543
          10   -0.893714   -0.892925 0.000361175
          11   -0.891406   -0.892787 0.000353755
          12   -0.892076   -0.892728 0.000329204
          13   -0.892052   -0.892676  0.00030796
          14   -0.895719   -0.892893 0.000354471
          15   -0.890754   -0.892751 0.000358396
          16   -0.890658    -0.89262 0.000359062
          17   -0.893006   -0.892643  0.00033866
          18   -0.894172   -0.892728 0.000330331
          19   -0.894392   -0.892815 0.000324352
          20   -0.892724   -0.892811 0.000308166
