#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.435651    0.435651           0
           2    0.429815    0.432733  0.00206319
           3    0.452181    0.439215   0.0054688
           4    0.430595     0.43706  0.00450628
           5    0.419345    0.433517  0.00479985
           6    0.432345    0.433322  0.00400385
           7    0.445181    0.435016  0.00377332
           8    0.427582    0.434087  0.00341416
           9    0.432055    0.433861  0.00304227
          10    0.423873    0.432862  0.00289737
          11    0.442613    0.433749  0.00276625
          12    0.438579    0.434151  0.00256485
          13    0.428503    0.433717  0.00240407
          14    0.452239     0.43504  0.00257077
          15    0.433797    0.434957  0.00240072
          16    0.423464    0.434239  0.00235568
          17    0.451545    0.435257  0.00242713
          18    0.436753     0.43534  0.00229371
          19    0.442603    0.435722  0.00220461
          20     0.42683    0.435277  0.00213875
