#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.483086   -0.483086           0
           2   -0.484064   -0.483575 0.000345586
           3   -0.483104   -0.483418 0.000263691
           4   -0.483708    -0.48349 0.000207493
           5   -0.483599   -0.483512 0.000167133
           6    -0.48399   -0.483592 0.000157143
           7   -0.484263   -0.483688 0.000161291
           8   -0.484313   -0.483766 0.000158967
           9   -0.482922   -0.483672 0.000166662
          10   -0.483256   -0.483631 0.000155102
          11   -0.482557   -0.483533 0.000168938
          12   -0.483505   -0.483531 0.000154876
          13   -0.483347   -0.483517 0.000143604
          14   -0.483703    -0.48353 0.000133964
          15   -0.483898   -0.483554 0.000127258
          16    -0.48348    -0.48355 0.000119389
          17   -0.484237    -0.48359 0.000119021
          18   -0.482414   -0.483525 0.000129094
          19   -0.483481   -0.483523  0.00012232
          20    -0.48367    -0.48353 0.000116425
