#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.213622    0.213622           0
           2    0.214443    0.214033 0.000290258
           3    0.214565     0.21421 0.000241649
           4    0.213602    0.214058 0.000224054
           5    0.213581    0.213963 0.000198544
           6    0.210307    0.213353 0.000580227
           7    0.213482    0.213372 0.000497629
           8    0.213137    0.213342 0.000436293
           9    0.214892    0.213515 0.000420412
          10    0.215032    0.213666 0.000404822
          11    0.213597     0.21366  0.00036807
          12    0.212893    0.213596 0.000342898
          13    0.215085    0.213711 0.000335115
          14    0.213484    0.213694  0.00031157
          15    0.213909    0.213709 0.000291125
          16    0.213272    0.213681 0.000274209
          17     0.21435    0.213721 0.000260888
          18    0.214006    0.213737 0.000246874
          19    0.212202    0.213656 0.000246746
          20    0.213432    0.213645 0.000234663
