#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      1.5354      1.5354           0
           2     1.53377     1.53459 0.000578934
           3     1.51922     1.52946  0.00420047
           4     1.49795     1.52158  0.00751494
           5     1.54676     1.52662  0.00751145
           6     1.54271      1.5293  0.00672151
           7      1.5297     1.52936  0.00576154
           8     1.53318     1.52984  0.00506113
           9     1.52693     1.52951  0.00450904
          10     1.51946     1.52851  0.00416865
          11     1.52868     1.52853  0.00378971
          12     1.52687     1.52839  0.00347642
          13     1.53094     1.52858  0.00321457
          14     1.51158     1.52737  0.00320633
          15     1.52908     1.52748  0.00299461
          16     1.54268     1.52843   0.0029543
          17     1.54381     1.52934  0.00291566
          18     1.52841     1.52929  0.00275413
          19     1.51483     1.52853  0.00271222
          20     1.53532     1.52887  0.00259783
