#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     1.32756     1.32756           0
           2     1.55322     1.44039   0.0797829
           3     1.60316     1.49465    0.069221
           4     1.48356     1.49188   0.0519712
           5     1.63202      1.5199   0.0485504
           6     1.52008     1.51993   0.0404587
           7     1.53472     1.52205    0.034734
           8      1.5075     1.52023   0.0304398
           9      1.4538     1.51285   0.0279381
          10     1.36226     1.49779   0.0289192
          11     1.27656     1.47768   0.0325405
          12     1.36088     1.46794   0.0312505
          13     1.60602     1.47856   0.0305984
          14      1.3799     1.47152   0.0292131
          15     1.47638     1.47184   0.0272674
          16     1.50672     1.47402   0.0256501
          17     1.62754     1.48305   0.0256818
          18     1.57818     1.48834   0.0247929
          19     1.45232     1.48644   0.0235603
          20     1.50602     1.48742   0.0224026
