#BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        1458    -6.64425    -6.78189  0.00176438
        1459    -6.64397    -6.78179   0.0017657
        1460    -6.64412     -6.7817    0.001767
        1461    -6.64504    -6.78161  0.00176827
        1462    -6.64518    -6.78151  0.00176952
        1463    -6.64488    -6.78142  0.00177077
        1464     -6.6443    -6.78133  0.00177204
        1465     -6.6451    -6.78123  0.00177327
        1466    -6.64485    -6.78114   0.0017745
        1467    -6.64407    -6.78105  0.00177575
        1468    -6.64473    -6.78095  0.00177696
        1469    -6.64495    -6.78086  0.00177816
        1470    -6.64479    -6.78077  0.00177936
        1471    -6.64328    -6.78067   0.0017806
        1472     -6.6424    -6.78058  0.00178187
        1473    -6.64218    -6.78049  0.00178314
        1474    -6.64313    -6.78039  0.00178436
        1475    -6.64384     -6.7803  0.00178555
        1476     -6.6435    -6.78021  0.00178674
        1477     -6.6429    -6.78011  0.00178795
        1478    -6.64314    -6.78002  0.00178914
        1479    -6.64286    -6.77993  0.00179033
        1480    -6.64216    -6.77984  0.00179154
        1481    -6.64162    -6.77974  0.00179276
        1482    -6.64091    -6.77965    0.001794
        1483    -6.64128    -6.77956  0.00179521
        1484    -6.64095    -6.77946  0.00179643
        1485    -6.63965    -6.77937  0.00179769
        1486    -6.63926    -6.77927  0.00179895
        1487     -6.6393    -6.77918   0.0018002
        1488    -6.63914    -6.77909  0.00180145
        1489    -6.63738    -6.77899  0.00180275
        1490    -6.63685     -6.7789  0.00180406
        1491    -6.63642     -6.7788  0.00180538
        1492    -6.63573     -6.7787  0.00180672
        1493    -6.63576    -6.77861  0.00180804
        1494     -6.6349    -6.77851  0.00180939
        1495    -6.63286    -6.77841   0.0018108
        1496    -6.63157    -6.77832  0.00181225
        1497    -6.63145    -6.77822  0.00181369
        1498    -6.63078    -6.77812  0.00181515
        1499    -6.62961    -6.77802  0.00181664
        1500    -6.62826    -6.77792  0.00181817
        1501     -6.6284    -6.77782  0.00181968
        1502    -6.62837    -6.77772  0.00182119
        1503    -6.62884    -6.77762  0.00182267
        1504    -6.63007    -6.77752   0.0018241
        1505    -6.63044    -6.77743   0.0018255
        1506    -6.63068    -6.77733  0.00182689
        1507    -6.62908    -6.77723  0.00182832
        1508    -6.62919    -6.77713  0.00182974
        1509    -6.63156    -6.77704  0.00183107
        1510    -6.63091    -6.77694  0.00183242
        1511    -6.63121    -6.77684  0.00183374
        1512    -6.63175    -6.77675  0.00183504
        1513    -6.63297    -6.77665  0.00183628
        1514    -6.63324    -6.77656  0.00183751
        1515    -6.63374    -6.77646  0.00183871
        1516     -6.6337    -6.77637  0.00183991
        1517     -6.6349    -6.77628  0.00184106
        1518    -6.63339    -6.77618  0.00184225
        1519    -6.63259    -6.77609  0.00184346
        1520    -6.63149    -6.77599   0.0018447
        1521    -6.63092     -6.7759  0.00184595
        1522    -6.63131     -6.7758  0.00184718
        1523    -6.63146    -6.77571   0.0018484
        1524     -6.6319    -6.77561  0.00184959
        1525    -6.63321    -6.77552  0.00185074
        1526    -6.63288    -6.77543  0.00185188
        1527     -6.6317    -6.77533  0.00185306
        1528    -6.63052    -6.77524  0.00185427
        1529    -6.63192    -6.77514  0.00185543
        1530    -6.63275    -6.77505  0.00185655
        1531    -6.63242    -6.77496  0.00185767
        1532    -6.63104    -6.77486  0.00185883
        1533     -6.6307    -6.77477  0.00185999
        1534    -6.63237    -6.77468   0.0018611
        1535    -6.63247    -6.77458  0.00186219
        1536     -6.6322    -6.77449  0.00186328
        1537     -6.6328     -6.7744  0.00186435
        1538    -6.63173    -6.77431  0.00186544
        1539    -6.63137    -6.77421  0.00186654
        1540    -6.63069    -6.77412  0.00186765
        1541    -6.62978    -6.77403  0.00186879
        1542    -6.63041    -6.77393   0.0018699
        1543    -6.63086    -6.77384  0.00187098
        1544    -6.63141    -6.77375  0.00187204
        1545    -6.62963    -6.77365  0.00187315
        1546    -6.62842    -6.77356   0.0018743
        1547    -6.62834    -6.77347  0.00187543
        1548    -6.62597    -6.77337  0.00187664
        1549    -6.62282    -6.77327  0.00187795
        1550    -6.62339    -6.77318  0.00187922
        1551    -6.62298    -6.77308   0.0018805
        1552    -6.62179    -6.77298  0.00188182
        1553    -6.62176    -6.77289  0.00188312
        1554     -6.6221    -6.77279  0.00188441
        1555    -6.62158    -6.77269  0.00188571
        1556    -6.62218    -6.77259  0.00188697
        1557    -6.62313     -6.7725   0.0018882
        1558    -6.62116     -6.7724  0.00188949
        1559    -6.62225    -6.77231  0.00189073
        1560     -6.6219    -6.77221  0.00189197
        1561    -6.62304    -6.77211  0.00189317
        1562    -6.62317    -6.77202  0.00189436
        1563    -6.62138    -6.77192   0.0018956
        1564    -6.62098    -6.77183  0.00189684
        1565    -6.62123    -6.77173  0.00189807
        1566    -6.62262    -6.77163  0.00189924
        1567    -6.62442    -6.77154  0.00190035
        1568     -6.6252    -6.77145  0.00190143
        1569    -6.62568    -6.77135  0.00190249
        1570    -6.62693    -6.77126   0.0019035
        1571    -6.62593    -6.77117  0.00190453
        1572    -6.62547    -6.77108  0.00190558
        1573    -6.62545    -6.77098  0.00190661
        1574    -6.62557    -6.77089  0.00190764
        1575    -6.62506     -6.7708  0.00190867
        1576    -6.62412    -6.77071  0.00190973
        1577    -6.62444    -6.77061  0.00191077
        1578    -6.62536    -6.77052  0.00191177
        1579    -6.62521    -6.77043  0.00191278
        1580    -6.62416    -6.77034  0.00191381
        1581    -6.62369    -6.77024  0.00191484
        1582    -6.62192    -6.77015  0.00191592
        1583    -6.62079    -6.77006  0.00191704
        1584    -6.62072    -6.76996  0.00191814
        1585    -6.62171    -6.76987  0.00191921
        1586    -6.62027    -6.76977  0.00192032
        1587    -6.62087    -6.76968   0.0019214
        1588    -6.62163    -6.76959  0.00192245
        1589    -6.62245    -6.76949  0.00192347
        1590    -6.62245     -6.7694  0.00192448
        1591    -6.62167    -6.76931  0.00192551
        1592    -6.62255    -6.76922  0.00192651
        1593    -6.62331    -6.76912  0.00192747
        1594    -6.62307    -6.76903  0.00192844
        1595    -6.62186    -6.76894  0.00192944
        1596    -6.62161    -6.76885  0.00193044
        1597    -6.62156    -6.76876  0.00193143
        1598     -6.6225    -6.76866  0.00193239
        1599    -6.62156    -6.76857  0.00193337
        1600    -6.62112    -6.76848  0.00193435
        1601    -6.62042    -6.76839  0.00193536
        1602    -6.62063     -6.7683  0.00193634
        1603    -6.62084     -6.7682  0.00193732
        1604     -6.6198    -6.76811  0.00193832
        1605    -6.62061    -6.76802  0.00193929
        1606    -6.61887    -6.76793   0.0019403
        1607    -6.61762    -6.76783  0.00194135
        1608    -6.61707    -6.76774  0.00194241
        1609    -6.61588    -6.76764  0.00194349
        1610    -6.61518    -6.76755  0.00194459
        1611    -6.61701    -6.76746  0.00194563
        1612    -6.61549    -6.76736   0.0019467
        1613    -6.61589    -6.76727  0.00194776
        1614    -6.61545    -6.76717  0.00194882
        1615    -6.61533    -6.76708  0.00194988
        1616    -6.61562    -6.76699  0.00195093
        1617    -6.61539    -6.76689  0.00195197
        1618    -6.61321     -6.7668  0.00195307
        1619     -6.6145     -6.7667  0.00195413
        1620    -6.61532    -6.76661  0.00195516
        1621    -6.61438    -6.76652  0.00195621
        1622    -6.61278    -6.76642  0.00195729
        1623    -6.61182    -6.76633  0.00195841
        1624    -6.61241    -6.76623  0.00195949
        1625    -6.61311    -6.76614  0.00196055
        1626    -6.61368    -6.76604  0.00196159
        1627    -6.61417    -6.76595   0.0019626
        1628    -6.61438    -6.76586   0.0019636
        1629    -6.61399    -6.76576  0.00196461
        1630    -6.61457    -6.76567  0.00196559
        1631    -6.61557    -6.76558  0.00196654
        1632     -6.6171    -6.76549  0.00196744
        1633    -6.61593     -6.7654  0.00196836
        1634    -6.61413     -6.7653  0.00196933
        1635    -6.61463    -6.76521  0.00197028
        1636    -6.61473    -6.76512  0.00197123
        1637    -6.61422    -6.76503  0.00197218
        1638    -6.61305    -6.76494  0.00197315
        1639    -6.61226    -6.76484  0.00197415
        1640    -6.61268    -6.76475  0.00197512
        1641    -6.61137    -6.76466  0.00197613
        1642    -6.60917    -6.76456  0.00197719
        1643    -6.60884    -6.76447  0.00197826
        1644    -6.60771    -6.76437  0.00197935
        1645     -6.6085    -6.76428  0.00198042
        1646    -6.60729    -6.76418  0.00198151
        1647    -6.60791    -6.76409  0.00198258
        1648    -6.60807    -6.76399  0.00198363
        1649    -6.60842     -6.7639  0.00198467
        1650     -6.6073     -6.7638  0.00198574
        1651    -6.60508    -6.76371  0.00198686
        1652    -6.60487    -6.76361  0.00198798
        1653    -6.60651    -6.76351  0.00198905
        1654    -6.60501    -6.76342  0.00199015
        1655    -6.60475    -6.76332  0.00199126
        1656    -6.60493    -6.76323  0.00199235
        1657    -6.60526    -6.76313  0.00199343
        1658    -6.60572    -6.76304  0.00199449
        1659    -6.60685    -6.76294  0.00199551
        1660    -6.60692    -6.76285  0.00199652
        1661     -6.6078    -6.76276   0.0019975
        1662    -6.60897    -6.76266  0.00199844
        1663    -6.60973    -6.76257  0.00199935
        1664     -6.6103    -6.76248  0.00200024
        1665     -6.6091    -6.76239  0.00200116
        1666    -6.60601    -6.76229  0.00200216
        1667    -6.60489     -6.7622  0.00200318
        1668    -6.60188     -6.7621  0.00200429
        1669     -6.6014    -6.76201   0.0020054
        1670    -6.60217    -6.76191  0.00200648
        1671    -6.60207    -6.76182  0.00200756
        1672     -6.6026    -6.76172  0.00200861
        1673    -6.60049    -6.76162  0.00200972
        1674    -6.59963    -6.76153  0.00201085
        1675    -6.60098    -6.76143  0.00201193
        1676    -6.60113    -6.76134    0.002013
        1677    -6.60201    -6.76124  0.00201405
        1678    -6.60071    -6.76114  0.00201512
        1679    -6.60042    -6.76105  0.00201619
        1680    -6.59894    -6.76095   0.0020173
        1681    -6.59695    -6.76085  0.00201845
        1682    -6.59652    -6.76076  0.00201962
        1683    -6.59605    -6.76066  0.00202079
        1684    -6.59613    -6.76056  0.00202195
        1685    -6.59541    -6.76046  0.00202312
        1686    -6.59626    -6.76037  0.00202426
        1687    -6.59605    -6.76027  0.00202541
        1688    -6.59573    -6.76017  0.00202655
        1689    -6.59354    -6.76007  0.00202775
        1690    -6.59429    -6.75997  0.00202892
        1691    -6.59508    -6.75988  0.00203006
        1692    -6.59622    -6.75978  0.00203117
        1693    -6.59671    -6.75968  0.00203225
        1694    -6.59625    -6.75959  0.00203334
        1695    -6.59626    -6.75949  0.00203442
        1696    -6.59426    -6.75939  0.00203555
        1697     -6.5941     -6.7593  0.00203668
        1698    -6.59537     -6.7592  0.00203777
        1699    -6.59695     -6.7591  0.00203881
        1700    -6.59632    -6.75901  0.00203985
        1701    -6.59571    -6.75891  0.00204091
        1702     -6.5972    -6.75882  0.00204192
        1703    -6.59827    -6.75872   0.0020429
        1704     -6.5986    -6.75863  0.00204386
        1705     -6.5977    -6.75854  0.00204484
        1706    -6.59691    -6.75844  0.00204584
        1707    -6.59503    -6.75834  0.00204688
        1708    -6.59418    -6.75825  0.00204793
        1709     -6.5932    -6.75815  0.00204901
        1710    -6.59277    -6.75806  0.00205009
        1711    -6.59384    -6.75796  0.00205114
        1712    -6.59485    -6.75786  0.00205215
        1713    -6.59439    -6.75777  0.00205317
        1714    -6.59247    -6.75767  0.00205424
        1715    -6.59103    -6.75757  0.00205534
        1716    -6.59019    -6.75748  0.00205645
        1717    -6.59026    -6.75738  0.00205756
        1718     -6.5898    -6.75728  0.00205867
        1719    -6.58935    -6.75718  0.00205979
        1720     -6.5878    -6.75709  0.00206095
        1721    -6.58998    -6.75699  0.00206204
        1722    -6.59083    -6.75689   0.0020631
        1723    -6.59101     -6.7568  0.00206414
        1724    -6.59217     -6.7567  0.00206515
        1725    -6.59254    -6.75661  0.00206615
        1726     -6.5933    -6.75651  0.00206712
        1727    -6.59312    -6.75642  0.00206808
        1728    -6.59358    -6.75632  0.00206903
        1729    -6.59279    -6.75623     0.00207
        1730    -6.59238    -6.75613  0.00207097
        1731    -6.59172    -6.75604  0.00207195
        1732    -6.59045    -6.75594  0.00207295
        1733    -6.58926    -6.75585  0.00207399
        1734    -6.58973    -6.75575    0.002075
        1735    -6.58785    -6.75565  0.00207606
        1736     -6.5874    -6.75556  0.00207713
        1737    -6.58819    -6.75546  0.00207817
        1738    -6.58856    -6.75536  0.00207919
        1739    -6.58881    -6.75527   0.0020802
        1740    -6.58785    -6.75517  0.00208123
        1741    -6.58752    -6.75508  0.00208226
        1742    -6.58695    -6.75498   0.0020833
        1743    -6.58861    -6.75488  0.00208429
        1744    -6.58781    -6.75479  0.00208529
        1745    -6.58687    -6.75469  0.00208632
        1746    -6.58645     -6.7546  0.00208735
        1747    -6.58684     -6.7545  0.00208836
        1748    -6.58724     -6.7544  0.00208935
        1749    -6.58703    -6.75431  0.00209035
        1750    -6.58867    -6.75421   0.0020913
        1751    -6.58786    -6.75412  0.00209226
        1752    -6.58717    -6.75402  0.00209323
        1753    -6.58702    -6.75393  0.00209421
        1754    -6.58747    -6.75383  0.00209516
        1755    -6.58719    -6.75374  0.00209612
        1756    -6.58793    -6.75364  0.00209705
        1757    -6.58786    -6.75355  0.00209798
        1758    -6.58913    -6.75346  0.00209887
        1759    -6.58882    -6.75336  0.00209976
        1760    -6.58867    -6.75327  0.00210065
        1761    -6.58714    -6.75317  0.00210158
        1762    -6.58707    -6.75308   0.0021025
        1763     -6.5869    -6.75299  0.00210342
        1764    -6.58823    -6.75289   0.0021043
        1765    -6.58823     -6.7528  0.00210517
        1766    -6.59143    -6.75271  0.00210596
        1767    -6.59236    -6.75262  0.00210673
        1768    -6.59081    -6.75253  0.00210752
        1769    -6.59136    -6.75243   0.0021083
        1770    -6.59114    -6.75234  0.00210907
        1771    -6.59103    -6.75225  0.00210985
        1772    -6.59202    -6.75216   0.0021106
        1773    -6.59033    -6.75207  0.00211138
        1774    -6.59029    -6.75198  0.00211216
        1775    -6.59113    -6.75189  0.00211291
        1776    -6.58906     -6.7518  0.00211371
        1777    -6.59043    -6.75171  0.00211447
        1778    -6.59002    -6.75162  0.00211523
        1779    -6.59011    -6.75152  0.00211599
        1780    -6.59108    -6.75143  0.00211672
        1781    -6.59076    -6.75134  0.00211746
        1782    -6.58917    -6.75125  0.00211822
        1783    -6.58943    -6.75116  0.00211898
        1784    -6.59105    -6.75107  0.00211969
        1785     -6.5906    -6.75098  0.00212041
        1786    -6.59016    -6.75089  0.00212113
        1787    -6.58922     -6.7508  0.00212187
        1788    -6.58849    -6.75071  0.00212263
        1789    -6.58892    -6.75062  0.00212337
        1790    -6.58967    -6.75053  0.00212408
        1791    -6.59087    -6.75044  0.00212477
        1792     -6.5909    -6.75035  0.00212545
        1793    -6.59003    -6.75026  0.00212614
        1794    -6.58914    -6.75017  0.00212685
        1795    -6.58973    -6.75008  0.00212754
        1796      -6.591       -6.75   0.0021282
        1797      -6.592    -6.74991  0.00212883
        1798    -6.59187    -6.74982  0.00212946
        1799    -6.59136    -6.74973   0.0021301
        1800     -6.5898    -6.74964  0.00213077
        1801    -6.58953    -6.74955  0.00213144
        1802    -6.58842    -6.74946  0.00213213
        1803    -6.59016    -6.74938  0.00213278
        1804    -6.58954    -6.74929  0.00213344
        1805    -6.58954     -6.7492  0.00213409
        1806    -6.58878    -6.74911  0.00213476
        1807    -6.58921    -6.74902  0.00213541
        1808    -6.58796    -6.74893  0.00213608
        1809    -6.58811    -6.74884  0.00213675
        1810    -6.58748    -6.74875  0.00213743
        1811    -6.58521    -6.74866  0.00213816
        1812     -6.5844    -6.74857   0.0021389
        1813    -6.58416    -6.74848  0.00213964
        1814    -6.58449    -6.74839  0.00214037
        1815    -6.58452     -6.7483  0.00214109
        1816    -6.58385    -6.74821  0.00214183
        1817    -6.58295    -6.74812  0.00214258
        1818    -6.58159    -6.74803  0.00214336
        1819    -6.58171    -6.74794  0.00214413
        1820     -6.5814    -6.74785   0.0021449
        1821    -6.58038    -6.74775   0.0021457
        1822    -6.58125    -6.74766  0.00214646
        1823    -6.57981    -6.74757  0.00214726
        1824    -6.58133    -6.74748  0.00214802
        1825    -6.58076    -6.74739  0.00214878
        1826    -6.58116     -6.7473  0.00214953
        1827    -6.58192    -6.74721  0.00215026
        1828    -6.58165    -6.74712  0.00215099
        1829    -6.58118    -6.74703  0.00215173
        1830     -6.5821    -6.74694  0.00215244
        1831    -6.58174    -6.74685  0.00215315
        1832    -6.58268    -6.74676  0.00215384
        1833    -6.58277    -6.74667  0.00215452
        1834    -6.57995    -6.74658  0.00215527
        1835    -6.58106    -6.74649  0.00215598
        1836    -6.57965    -6.74639  0.00215672
        1837    -6.57987     -6.7463  0.00215745
        1838    -6.57908    -6.74621  0.00215819
        1839    -6.58057    -6.74612   0.0021589
        1840    -6.58005    -6.74603  0.00215961
        1841    -6.57971    -6.74594  0.00216032
        1842    -6.57813    -6.74585  0.00216107
        1843     -6.5788    -6.74576   0.0021618
        1844    -6.57899    -6.74567  0.00216252
        1845    -6.57967    -6.74558  0.00216322
        1846     -6.5791    -6.74549  0.00216392
        1847    -6.57826     -6.7454  0.00216465
        1848    -6.57861    -6.74531  0.00216536
        1849    -6.58138    -6.74522    0.002166
        1850    -6.58132    -6.74513  0.00216664
        1851    -6.58147    -6.74504  0.00216727
        1852    -6.58119    -6.74495  0.00216791
        1853    -6.58196    -6.74487  0.00216852
        1854    -6.58281    -6.74478  0.00216911
        1855    -6.58059    -6.74469  0.00216975
        1856    -6.58008     -6.7446  0.00217039
        1857    -6.58118    -6.74451    0.002171
        1858    -6.58049    -6.74443  0.00217163
        1859     -6.5801    -6.74434  0.00217226
        1860    -6.58142    -6.74425  0.00217286
        1861    -6.58288    -6.74416  0.00217342
        1862    -6.58222    -6.74408  0.00217399
        1863    -6.58395    -6.74399  0.00217452
        1864    -6.58455     -6.7439  0.00217504
        1865    -6.58333    -6.74382  0.00217558
        1866    -6.58466    -6.74373  0.00217608
        1867    -6.58417    -6.74365  0.00217659
        1868    -6.58468    -6.74356  0.00217709
        1869    -6.58403    -6.74348   0.0021776
        1870    -6.58387    -6.74339  0.00217811
        1871    -6.58348    -6.74331  0.00217862
        1872    -6.58286    -6.74322  0.00217914
        1873    -6.58358    -6.74314  0.00217964
        1874     -6.5833    -6.74305  0.00218015
        1875     -6.5837    -6.74297  0.00218064
        1876    -6.58441    -6.74288  0.00218112
        1877    -6.58375     -6.7428   0.0021816
        1878    -6.58342    -6.74271  0.00218209
        1879    -6.58349    -6.74263  0.00218257
        1880    -6.58238    -6.74254  0.00218308
        1881    -6.58337    -6.74246  0.00218355
        1882     -6.5828    -6.74237  0.00218404
        1883    -6.58126    -6.74229  0.00218456
        1884    -6.58047     -6.7422  0.00218509
        1885    -6.58024    -6.74211  0.00218561
        1886    -6.58033    -6.74203  0.00218614
        1887    -6.58076    -6.74194  0.00218665
        1888    -6.57855    -6.74186   0.0021872
        1889    -6.57708    -6.74177  0.00218778
        1890    -6.57605    -6.74168  0.00218838
        1891    -6.57494    -6.74159    0.002189
        1892    -6.57518    -6.74151  0.00218961
        1893    -6.57393    -6.74142  0.00219024
        1894    -6.57476    -6.74133  0.00219085
        1895    -6.57248    -6.74124  0.00219151
        1896    -6.57177    -6.74115  0.00219217
        1897    -6.57047    -6.74106  0.00219286
        1898    -6.57082    -6.74097  0.00219354
        1899    -6.57185    -6.74088   0.0021942
        1900    -6.57097    -6.74079  0.00219486
        1901     -6.5695     -6.7407  0.00219556
        1902    -6.57045    -6.74061  0.00219623
        1903    -6.57021    -6.74052   0.0021969
        1904    -6.56959    -6.74043  0.00219758
        1905    -6.56962    -6.74034  0.00219825
        1906     -6.5701    -6.74025  0.00219891
        1907    -6.56912    -6.74016  0.00219959
        1908    -6.56823    -6.74007  0.00220028
        1909    -6.56974    -6.73999  0.00220094
        1910    -6.56971     -6.7399  0.00220159
        1911    -6.56932    -6.73981  0.00220225
        1912    -6.56859    -6.73972  0.00220291
        1913    -6.56814    -6.73963  0.00220359
        1914    -6.56639    -6.73954  0.00220429
        1915    -6.56579    -6.73945  0.00220501
        1916     -6.5657    -6.73936  0.00220572
        1917    -6.56482    -6.73926  0.00220645
        1918    -6.56357    -6.73917   0.0022072
        1919    -6.56417    -6.73908  0.00220793
        1920    -6.56343    -6.73899  0.00220868
        1921    -6.56368     -6.7389  0.00220941
        1922    -6.56323    -6.73881  0.00221015
        1923    -6.56323    -6.73872  0.00221089
        1924    -6.56292    -6.73863  0.00221163
        1925     -6.5616    -6.73853  0.00221239
        1926      -6.562    -6.73844  0.00221314
        1927    -6.56269    -6.73835  0.00221387
        1928    -6.56128    -6.73826  0.00221462
        1929    -6.56272    -6.73817  0.00221535
        1930    -6.56308    -6.73808  0.00221605
        1931    -6.56265    -6.73799  0.00221677
        1932    -6.56088    -6.73789  0.00221751
        1933    -6.56337     -6.7378   0.0022182
        1934    -6.56405    -6.73771  0.00221888
        1935    -6.56356    -6.73762  0.00221955
        1936    -6.56425    -6.73753  0.00222021
        1937    -6.56399    -6.73744  0.00222087
        1938    -6.56366    -6.73736  0.00222154
        1939    -6.56366    -6.73727   0.0022222
        1940    -6.56345    -6.73718  0.00222286
        1941    -6.56316    -6.73709  0.00222352
        1942    -6.56329      -6.737  0.00222418
        1943    -6.56398    -6.73691  0.00222481
        1944    -6.56432    -6.73682  0.00222544
        1945    -6.56529    -6.73673  0.00222604
        1946    -6.56536    -6.73664  0.00222664
        1947    -6.56608    -6.73656  0.00222722
        1948    -6.56582    -6.73647   0.0022278
        1949    -6.56655    -6.73638  0.00222836
        1950    -6.56806    -6.73629  0.00222889
        1951    -6.56746    -6.73621  0.00222943
        1952    -6.56596    -6.73612  0.00222999
        1953    -6.56529    -6.73603  0.00223056
        1954    -6.56405    -6.73594  0.00223116
        1955    -6.56256    -6.73586  0.00223178
        1956    -6.56194    -6.73577  0.00223241
        1957    -6.56169    -6.73568  0.00223304
        1958    -6.56129    -6.73559  0.00223367
        1959    -6.56102     -6.7355  0.00223431
        1960    -6.56155    -6.73541  0.00223493
        1961    -6.56015    -6.73532  0.00223558
        1962    -6.55944    -6.73523  0.00223623
        1963    -6.56072    -6.73514  0.00223686
        1964    -6.56012    -6.73505   0.0022375
        1965    -6.55824    -6.73496  0.00223817
        1966    -6.55655    -6.73487  0.00223887
        1967    -6.55794    -6.73478  0.00223954
        1968    -6.55468    -6.73469  0.00224027
        1969     -6.5562     -6.7346  0.00224096
        1970    -6.55727    -6.73451  0.00224163
        1971    -6.55768    -6.73442  0.00224229
        1972    -6.55785    -6.73433  0.00224294
        1973    -6.55847    -6.73424  0.00224357
        1974    -6.55762    -6.73415  0.00224422
        1975    -6.55917    -6.73406  0.00224483
        1976    -6.55734    -6.73398  0.00224548
        1977    -6.55687    -6.73389  0.00224613
        1978    -6.55783     -6.7338  0.00224675
        1979    -6.55798    -6.73371  0.00224737
        1980    -6.55761    -6.73362    0.002248
        1981    -6.55654    -6.73353  0.00224864
        1982    -6.55674    -6.73344  0.00224927
        1983    -6.55707    -6.73335   0.0022499
        1984    -6.55659    -6.73326  0.00225053
        1985    -6.55504    -6.73317  0.00225118
        1986    -6.55492    -6.73308  0.00225184
        1987    -6.55485    -6.73299  0.00225249
        1988    -6.55563     -6.7329  0.00225312
        1989    -6.55449    -6.73281  0.00225378
        1990    -6.55304    -6.73272  0.00225445
        1991    -6.55319    -6.73263  0.00225512
        1992    -6.55265    -6.73254   0.0022558
        1993      -6.553    -6.73245  0.00225647
        1994    -6.55341    -6.73236  0.00225712
        1995    -6.55198    -6.73227   0.0022578
        1996      -6.551    -6.73218   0.0022585
        1997     -6.5515    -6.73209  0.00225918
        1998    -6.55017      -6.732  0.00225988
        1999    -6.54888    -6.73191   0.0022606
        2000    -6.54896    -6.73182  0.00226132
        2001    -6.54926    -6.73173  0.00226203
        2002    -6.54962    -6.73164  0.00226273
        2003    -6.54813    -6.73154  0.00226346
        2004    -6.55038    -6.73145  0.00226413
        2005    -6.55126    -6.73136  0.00226479
        2006    -6.55173    -6.73127  0.00226543
        2007    -6.55294    -6.73119  0.00226604
        2008    -6.55426     -6.7311  0.00226662
        2009    -6.55463    -6.73101   0.0022672
        2010    -6.55487    -6.73092  0.00226776
        2011    -6.55476    -6.73083  0.00226833
        2012     -6.5556    -6.73075  0.00226887
        2013    -6.55488    -6.73066  0.00226942
        2014      -6.554    -6.73057  0.00226999
        2015     -6.5559    -6.73049  0.00227052
        2016     -6.5571     -6.7304  0.00227102
        2017    -6.55729    -6.73031  0.00227152
        2018    -6.55796    -6.73023    0.002272
        2019    -6.55843    -6.73014  0.00227246
        2020    -6.55645    -6.73006  0.00227296
        2021    -6.55756    -6.72997  0.00227344
        2022     -6.5595    -6.72989  0.00227388
        2023     -6.5599     -6.7298  0.00227431
        2024    -6.55937    -6.72972  0.00227474
        2025    -6.55868    -6.72963  0.00227519
        2026    -6.55852    -6.72955  0.00227563
        2027    -6.55971    -6.72947  0.00227605
        2028    -6.55745    -6.72938  0.00227651
        2029    -6.55658     -6.7293  0.00227698
        2030    -6.55778    -6.72921  0.00227742
        2031    -6.55799    -6.72913  0.00227786
        2032    -6.55575    -6.72904  0.00227834
        2033    -6.55513    -6.72896  0.00227882
        2034    -6.55494    -6.72887  0.00227931
        2035    -6.55576    -6.72879  0.00227978
        2036    -6.55536     -6.7287  0.00228025
        2037    -6.55666    -6.72862  0.00228069
        2038    -6.55646    -6.72853  0.00228114
        2039    -6.55754    -6.72845  0.00228156
        2040     -6.5575    -6.72836  0.00228198
        2041    -6.55831    -6.72828  0.00228238
        2042    -6.55829     -6.7282  0.00228278
        2043     -6.5563    -6.72811  0.00228321
        2044    -6.55548    -6.72803  0.00228366
        2045    -6.55437    -6.72794  0.00228412
        2046    -6.55252    -6.72786  0.00228461
        2047    -6.55095    -6.72777  0.00228513
        2048    -6.54952    -6.72769  0.00228567
        2049    -6.54892     -6.7276  0.00228622
        2050    -6.54945    -6.72751  0.00228675
        2051     -6.5497    -6.72742  0.00228728
        2052    -6.54874    -6.72734  0.00228782
        2053    -6.54601    -6.72725  0.00228841
        2054    -6.54596    -6.72716    0.002289
        2055    -6.54533    -6.72707   0.0022896
        2056      -6.545    -6.72698   0.0022902
        2057    -6.54629     -6.7269  0.00229077
        2058    -6.54634    -6.72681  0.00229133
        2059    -6.54503    -6.72672  0.00229192
        2060    -6.54459    -6.72663  0.00229251
        2061    -6.54532    -6.72654  0.00229309
        2062    -6.54504    -6.72646  0.00229366
        2063    -6.54495    -6.72637  0.00229424
        2064    -6.54324    -6.72628  0.00229484
        2065    -6.54149    -6.72619  0.00229548
        2066    -6.54007     -6.7261  0.00229613
        2067     -6.5398    -6.72601  0.00229679
        2068    -6.53869    -6.72592  0.00229746
        2069    -6.53836    -6.72583  0.00229814
        2070    -6.53745    -6.72574  0.00229883
        2071    -6.53847    -6.72565   0.0022995
        2072     -6.5386    -6.72556  0.00230016
        2073    -6.53903    -6.72547  0.00230081
        2074    -6.54037    -6.72538  0.00230143
        2075    -6.53957    -6.72529  0.00230206
        2076    -6.53785     -6.7252  0.00230272
        2077    -6.53702    -6.72511   0.0023034
        2078    -6.53605    -6.72502  0.00230409
        2079    -6.53456    -6.72492   0.0023048
        2080    -6.53329    -6.72483  0.00230553
        2081    -6.53245    -6.72474  0.00230627
        2082    -6.53313    -6.72465    0.002307
        2083    -6.53433    -6.72456   0.0023077
        2084     -6.5345    -6.72446   0.0023084
        2085    -6.53336    -6.72437  0.00230911
        2086    -6.53281    -6.72428  0.00230983
        2087    -6.53296    -6.72419  0.00231054
        2088    -6.53422     -6.7241  0.00231122
        2089    -6.53486    -6.72401  0.00231189
        2090    -6.53521    -6.72392  0.00231255
        2091    -6.53318    -6.72383  0.00231324
        2092    -6.53322    -6.72374  0.00231393
