#BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        6043     1.30077      1.3698  0.00836342
        6044     1.30309     1.36978  0.00836204
        6045     1.30605     1.36977  0.00836067
        6046     1.31006     1.36976  0.00835929
        6047     1.31481     1.36976  0.00835791
        6048     1.31951     1.36975  0.00835653
        6049     1.32575     1.36974  0.00835516
        6050     1.33202     1.36973  0.00835378
        6051     1.33871     1.36973   0.0083524
        6052     1.34645     1.36972  0.00835102
        6053     1.35442     1.36972  0.00834964
        6054     1.36182     1.36972  0.00834826
        6055     1.36901     1.36972  0.00834688
        6056     1.37639     1.36972   0.0083455
        6057     1.38314     1.36972  0.00834413
        6058     1.39059     1.36973  0.00834275
        6059     1.39721     1.36973  0.00834137
        6060     1.40336     1.36974     0.00834
        6061     1.40896     1.36974  0.00833863
        6062     1.41438     1.36975  0.00833725
        6063     1.42025     1.36976  0.00833588
        6064     1.42264     1.36977  0.00833451
        6065     1.42531     1.36978  0.00833314
        6066     1.42628     1.36979  0.00833178
        6067     1.42692      1.3698  0.00833041
        6068     1.42646     1.36981  0.00832904
        6069     1.42536     1.36981  0.00832767
        6070     1.42261     1.36982   0.0083263
        6071     1.41846     1.36983  0.00832494
        6072     1.41363     1.36984  0.00832357
        6073     1.40717     1.36984   0.0083222
        6074     1.39959     1.36985  0.00832083
        6075     1.39046     1.36985  0.00831946
        6076     1.38102     1.36985  0.00831809
        6077     1.37085     1.36986  0.00831673
        6078     1.36002     1.36985  0.00831536
        6079     1.34787     1.36985  0.00831399
        6080     1.33545     1.36984  0.00831262
        6081     1.32235     1.36984  0.00831126
        6082     1.30769     1.36983   0.0083099
        6083     1.29323     1.36981  0.00830854
        6084     1.27833      1.3698  0.00830719
        6085     1.26332     1.36978  0.00830585
        6086      1.2473     1.36976  0.00830451
        6087     1.23083     1.36974  0.00830317
        6088     1.21542     1.36971  0.00830185
        6089     1.19923     1.36968  0.00830053
        6090     1.18328     1.36965  0.00829922
        6091     1.16788     1.36962  0.00829793
        6092     1.15188     1.36959  0.00829664
        6093     1.13463     1.36955  0.00829537
        6094     1.11906     1.36951  0.00829411
        6095     1.10379     1.36946  0.00829287
        6096     1.08959     1.36942  0.00829163
        6097     1.07555     1.36937  0.00829041
        6098     1.06124     1.36932  0.00828921
        6099     1.04646     1.36926  0.00828802
        6100      1.0339     1.36921  0.00828684
        6101     1.02168     1.36915  0.00828568
        6102     1.00959     1.36909  0.00828453
        6103    0.998391     1.36903  0.00828339
        6104     0.98787     1.36897  0.00828227
        6105    0.977332     1.36891  0.00828116
        6106    0.968241     1.36884  0.00828007
        6107    0.959896     1.36877  0.00827898
        6108    0.952307     1.36871  0.00827791
        6109    0.944994     1.36864  0.00827684
        6110    0.938448     1.36857  0.00827579
        6111    0.933626     1.36849  0.00827474
        6112    0.928591     1.36842   0.0082737
        6113     0.92478     1.36835  0.00827266
        6114    0.921686     1.36828  0.00827163
        6115    0.919042      1.3682  0.00827061
        6116    0.916573     1.36813  0.00826959
        6117    0.915445     1.36806  0.00826856
        6118    0.915374     1.36798  0.00826754
        6119    0.915348     1.36791  0.00826652
        6120    0.915794     1.36783   0.0082655
        6121    0.916172     1.36776  0.00826448
        6122    0.917387     1.36769  0.00826346
        6123     0.91817     1.36761  0.00826244
        6124    0.920141     1.36754  0.00826141
        6125    0.921546     1.36747  0.00826038
        6126    0.924005     1.36739  0.00825935
        6127    0.926243     1.36732  0.00825832
        6128    0.928439     1.36725  0.00825728
        6129    0.931012     1.36718  0.00825624
        6130    0.933424     1.36711   0.0082552
        6131    0.934658     1.36704  0.00825415
        6132    0.934903     1.36697  0.00825311
        6133    0.935805      1.3669  0.00825206
        6134     0.93588     1.36683  0.00825101
        6135    0.936062     1.36676  0.00824997
        6136    0.935125     1.36669  0.00824892
        6137    0.933294     1.36662  0.00824788
        6138    0.932488     1.36655  0.00824684
        6139     0.93126     1.36647   0.0082458
        6140    0.929614      1.3664  0.00824477
        6141    0.927798     1.36633  0.00824373
        6142    0.925348     1.36626   0.0082427
        6143    0.921319     1.36619  0.00824168
        6144    0.917657     1.36611  0.00824066
        6145    0.914867     1.36604  0.00823965
        6146    0.910565     1.36597  0.00823864
        6147    0.906706     1.36589  0.00823764
        6148    0.901628     1.36582  0.00823664
        6149     0.89729     1.36574  0.00823566
        6150    0.892276     1.36566  0.00823468
        6151    0.887098     1.36559  0.00823371
        6152    0.880819     1.36551  0.00823275
        6153    0.874914     1.36543  0.00823179
        6154     0.86941     1.36535  0.00823085
        6155    0.864092     1.36527  0.00822992
        6156    0.858271     1.36518  0.00822899
        6157    0.852455      1.3651  0.00822808
        6158     0.84643     1.36502  0.00822717
        6159    0.841426     1.36493  0.00822627
        6160    0.835063     1.36484  0.00822539
        6161    0.829774     1.36476  0.00822451
        6162    0.824863     1.36467  0.00822364
        6163    0.820842     1.36458  0.00822278
        6164    0.814849     1.36449  0.00822193
        6165    0.810765      1.3644  0.00822109
        6166    0.806688     1.36431  0.00822025
        6167    0.802646     1.36422  0.00821943
        6168    0.799144     1.36413   0.0082186
        6169     0.79549     1.36404  0.00821779
        6170    0.792675     1.36395  0.00821698
        6171    0.790483     1.36385  0.00821617
        6172    0.787975     1.36376  0.00821537
        6173    0.786383     1.36367  0.00821457
        6174    0.785735     1.36357  0.00821377
        6175    0.785097     1.36348  0.00821298
        6176    0.784015     1.36338  0.00821218
        6177    0.784202     1.36329  0.00821139
        6178     0.78496      1.3632   0.0082106
        6179    0.785593      1.3631   0.0082098
        6180    0.787809     1.36301    0.008209
        6181    0.790667     1.36292  0.00820819
        6182    0.793706     1.36283  0.00820738
        6183    0.797909     1.36273  0.00820656
        6184    0.801845     1.36264  0.00820574
        6185    0.807214     1.36255   0.0082049
        6186    0.813779     1.36246  0.00820405
        6187    0.820338     1.36238   0.0082032
        6188    0.827617     1.36229  0.00820233
        6189    0.836088     1.36221  0.00820144
        6190    0.845259     1.36212  0.00820054
        6191     0.85487     1.36204  0.00819963
        6192    0.865381     1.36196  0.00819869
        6193    0.875325     1.36188  0.00819775
        6194    0.887076     1.36181  0.00819678
        6195    0.899637     1.36173   0.0081958
        6196    0.912012     1.36166   0.0081948
        6197    0.924156     1.36159  0.00819378
        6198    0.938195     1.36152  0.00819274
        6199    0.952878     1.36145  0.00819168
        6200    0.967682     1.36139  0.00819061
        6201      0.9816     1.36133  0.00818952
        6202     0.99651     1.36127  0.00818841
        6203     1.01141     1.36121  0.00818728
        6204     1.02674     1.36116  0.00818614
        6205     1.04343     1.36111  0.00818498
        6206     1.05902     1.36106  0.00818381
        6207     1.07518     1.36101  0.00818262
        6208      1.0909     1.36097  0.00818142
        6209     1.10736     1.36093   0.0081802
        6210     1.12285     1.36089  0.00817897
        6211     1.13904     1.36085  0.00817773
        6212      1.1554     1.36082  0.00817648
        6213     1.17073     1.36079  0.00817523
        6214     1.18619     1.36076  0.00817396
        6215     1.20154     1.36074  0.00817268
        6216     1.21745     1.36071   0.0081714
        6217     1.23271     1.36069  0.00817011
        6218     1.24801     1.36068  0.00816882
        6219     1.26259     1.36066  0.00816752
        6220     1.27667     1.36065  0.00816622
        6221     1.29115     1.36064  0.00816491
        6222     1.30479     1.36063  0.00816361
        6223     1.31827     1.36062   0.0081623
        6224     1.33105     1.36061  0.00816099
        6225     1.34355     1.36061  0.00815968
        6226     1.35572     1.36061  0.00815837
        6227     1.36677     1.36061  0.00815706
        6228     1.37615     1.36061  0.00815575
        6229     1.38596     1.36062  0.00815444
        6230     1.39423     1.36062  0.00815313
        6231      1.4021     1.36063  0.00815182
        6232     1.40901     1.36064  0.00815052
        6233     1.41494     1.36065  0.00814922
        6234     1.42009     1.36066  0.00814792
        6235     1.42393     1.36067  0.00814662
        6236     1.42622     1.36068  0.00814532
        6237     1.42717     1.36069  0.00814402
        6238     1.42704      1.3607  0.00814272
        6239     1.42632     1.36071  0.00814142
        6240      1.4248     1.36072  0.00814012
        6241     1.42178     1.36073  0.00813882
        6242     1.41805     1.36074  0.00813752
        6243     1.41341     1.36075  0.00813623
        6244     1.40793     1.36075  0.00813493
        6245     1.40168     1.36076  0.00813363
        6246     1.39473     1.36077  0.00813233
        6247     1.38718     1.36077  0.00813102
        6248     1.37982     1.36077  0.00812972
        6249     1.37154     1.36078  0.00812842
        6250     1.36267     1.36078  0.00812712
        6251     1.35424     1.36077  0.00812582
        6252     1.34515     1.36077  0.00812452
        6253     1.33619     1.36077  0.00812322
        6254     1.32671     1.36076  0.00812193
        6255     1.31823     1.36076  0.00812063
        6256     1.30937     1.36075  0.00811934
        6257     1.29995     1.36074  0.00811805
        6258     1.29146     1.36073  0.00811676
        6259     1.28275     1.36071  0.00811547
        6260     1.27482      1.3607  0.00811418
        6261     1.26699     1.36069   0.0081129
        6262     1.25929     1.36067  0.00811162
        6263     1.25246     1.36065  0.00811035
        6264     1.24627     1.36063  0.00810907
        6265     1.24027     1.36061   0.0081078
        6266     1.23422     1.36059  0.00810653
        6267     1.22909     1.36057  0.00810527
        6268     1.22464     1.36055    0.008104
        6269     1.22062     1.36053  0.00810274
        6270      1.2168     1.36051  0.00810148
        6271     1.21244     1.36048  0.00810022
        6272     1.20922     1.36046  0.00809897
        6273      1.2064     1.36043  0.00809771
        6274     1.20421     1.36041  0.00809646
        6275     1.20264     1.36038  0.00809521
        6276      1.2007     1.36036  0.00809396
        6277     1.19984     1.36033  0.00809271
        6278     1.19979     1.36031  0.00809146
        6279     1.19957     1.36028  0.00809021
        6280     1.19917     1.36026  0.00808897
        6281     1.19882     1.36023  0.00808772
        6282     1.19923     1.36021  0.00808647
        6283     1.19991     1.36018  0.00808522
        6284     1.20035     1.36015  0.00808398
        6285     1.20176     1.36013  0.00808273
        6286     1.20268      1.3601  0.00808148
        6287     1.20479     1.36008  0.00808024
        6288      1.2059     1.36005  0.00807899
        6289     1.20819     1.36003  0.00807774
        6290     1.20996     1.36001  0.00807649
        6291     1.21143     1.35998  0.00807524
        6292     1.21405     1.35996  0.00807399
        6293     1.21612     1.35994  0.00807274
        6294     1.21884     1.35991  0.00807149
        6295     1.22099     1.35989  0.00807024
        6296     1.22426     1.35987  0.00806898
        6297     1.22743     1.35985  0.00806773
        6298     1.23097     1.35983  0.00806648
        6299     1.23486     1.35981  0.00806522
        6300      1.2386     1.35979  0.00806396
        6301     1.24243     1.35977   0.0080627
        6302     1.24608     1.35975  0.00806144
        6303     1.24908     1.35974  0.00806018
        6304     1.25284     1.35972  0.00805892
        6305     1.25664      1.3597  0.00805766
        6306      1.2607     1.35969   0.0080564
        6307     1.26429     1.35967  0.00805514
        6308      1.2679     1.35966  0.00805387
        6309     1.27126     1.35964  0.00805261
        6310     1.27511     1.35963  0.00805134
        6311     1.27848     1.35962  0.00805008
        6312     1.28258     1.35961  0.00804881
        6313     1.28694     1.35959  0.00804755
        6314     1.29086     1.35958  0.00804628
        6315     1.29507     1.35957  0.00804501
        6316     1.29863     1.35956  0.00804374
        6317     1.30251     1.35955  0.00804247
        6318     1.30676     1.35955  0.00804121
        6319     1.31116     1.35954  0.00803994
        6320      1.3155     1.35953  0.00803867
        6321       1.321     1.35952   0.0080374
        6322     1.32578     1.35952  0.00803613
        6323     1.33082     1.35952  0.00803486
        6324     1.33567     1.35951  0.00803359
        6325     1.34108     1.35951  0.00803232
        6326     1.34754     1.35951  0.00803105
        6327     1.35413     1.35951  0.00802978
        6328     1.36108     1.35951  0.00802851
        6329     1.36866     1.35951  0.00802724
        6330     1.37591     1.35951  0.00802598
        6331     1.38379     1.35951  0.00802471
        6332     1.39205     1.35952  0.00802344
        6333     1.40094     1.35953  0.00802218
        6334     1.41042     1.35953  0.00802092
        6335     1.41977     1.35954  0.00801966
        6336     1.42969     1.35955   0.0080184
        6337     1.44016     1.35957  0.00801714
        6338     1.45115     1.35958  0.00801589
        6339     1.46167      1.3596  0.00801464
        6340      1.4729     1.35962   0.0080134
        6341     1.48433     1.35963  0.00801216
        6342     1.49571     1.35966  0.00801092
        6343     1.50746     1.35968  0.00800969
        6344     1.51814      1.3597  0.00800847
        6345      1.5306     1.35973  0.00800725
        6346     1.54145     1.35976  0.00800604
        6347     1.55379     1.35979  0.00800484
        6348     1.56545     1.35982  0.00800365
        6349     1.57735     1.35986  0.00800246
        6350       1.589     1.35989  0.00800128
        6351     1.60085     1.35993  0.00800011
        6352     1.61264     1.35997  0.00799895
        6353     1.62482     1.36001   0.0079978
        6354     1.63592     1.36006  0.00799666
        6355     1.64712      1.3601  0.00799553
        6356     1.65862     1.36015  0.00799441
        6357     1.66991      1.3602   0.0079933
        6358     1.68097     1.36025   0.0079922
        6359     1.69152      1.3603  0.00799111
        6360     1.70178     1.36035  0.00799004
        6361      1.7117     1.36041  0.00798897
        6362     1.72102     1.36047  0.00798792
        6363     1.72923     1.36052  0.00798687
        6364     1.73777     1.36058  0.00798584
        6365     1.74615     1.36064  0.00798481
        6366      1.7546      1.3607   0.0079838
        6367     1.76214     1.36077  0.00798279
        6368     1.76952     1.36083   0.0079818
        6369     1.77579      1.3609  0.00798081
        6370     1.78289     1.36096  0.00797983
        6371     1.78895     1.36103  0.00797886
        6372     1.79567      1.3611   0.0079779
        6373     1.80237     1.36117  0.00797695
        6374     1.80815     1.36124  0.00797601
        6375     1.81329     1.36131  0.00797507
        6376     1.81858     1.36138  0.00797414
        6377     1.82309     1.36145  0.00797322
        6378     1.82834     1.36153  0.00797231
        6379     1.83269      1.3616   0.0079714
        6380     1.83786     1.36168   0.0079705
        6381      1.8427     1.36175  0.00796961
        6382     1.84795     1.36183  0.00796872
        6383     1.85412      1.3619  0.00796785
        6384     1.85953     1.36198  0.00796698
        6385     1.86586     1.36206  0.00796612
        6386     1.87118     1.36214  0.00796527
        6387     1.87738     1.36222  0.00796444
        6388      1.8837      1.3623  0.00796361
        6389      1.8908     1.36239  0.00796279
        6390     1.89718     1.36247  0.00796198
        6391     1.90371     1.36255  0.00796119
        6392     1.91007     1.36264   0.0079604
        6393     1.91593     1.36273  0.00795963
        6394     1.92141     1.36281  0.00795886
        6395     1.92714      1.3629  0.00795811
        6396     1.93277     1.36299  0.00795736
        6397     1.93675     1.36308  0.00795662
        6398     1.93925     1.36317  0.00795589
        6399     1.94114     1.36326  0.00795516
        6400     1.94307     1.36335  0.00795443
        6401     1.94355     1.36344  0.00795371
        6402     1.94327     1.36353  0.00795298
        6403     1.94173     1.36362  0.00795225
        6404     1.94039     1.36371  0.00795152
        6405     1.93759      1.3638  0.00795078
        6406     1.93267     1.36389  0.00795004
        6407     1.92761     1.36398  0.00794928
        6408     1.92082     1.36407  0.00794852
        6409      1.9141     1.36415  0.00794774
        6410     1.90707     1.36424  0.00794695
        6411      1.8994     1.36432  0.00794615
        6412     1.89047      1.3644  0.00794533
        6413     1.88213     1.36448  0.00794451
        6414      1.8745     1.36456  0.00794367
        6415     1.86627     1.36464  0.00794281
        6416     1.85877     1.36472  0.00794195
        6417     1.85189     1.36479  0.00794107
        6418     1.84523     1.36487  0.00794019
        6419      1.8389     1.36494  0.00793929
        6420     1.83273     1.36502  0.00793839
        6421     1.82773     1.36509  0.00793748
        6422     1.82348     1.36516  0.00793657
        6423     1.81977     1.36523  0.00793565
        6424     1.81709      1.3653  0.00793472
        6425      1.8147     1.36537   0.0079338
        6426     1.81427     1.36544  0.00793287
        6427     1.81385     1.36551  0.00793194
        6428     1.81387     1.36558  0.00793102
        6429     1.81474     1.36565  0.00793009
        6430      1.8164     1.36572  0.00792917
        6431     1.81733     1.36579  0.00792824
        6432     1.81959     1.36586  0.00792733
        6433     1.82262     1.36593  0.00792641
        6434     1.82511       1.366   0.0079255
        6435     1.82816     1.36607  0.00792459
        6436     1.83141     1.36615  0.00792369
        6437     1.83382     1.36622  0.00792279
        6438     1.83621     1.36629   0.0079219
        6439     1.83875     1.36637  0.00792101
        6440     1.84083     1.36644  0.00792012
        6441     1.84211     1.36651  0.00791924
        6442     1.84275     1.36659  0.00791835
        6443     1.84218     1.36666  0.00791747
        6444     1.84104     1.36673  0.00791658
        6445     1.83853     1.36681  0.00791569
        6446      1.8358     1.36688   0.0079148
        6447     1.83157     1.36695   0.0079139
        6448     1.82581     1.36702  0.00791299
        6449     1.82041     1.36709  0.00791208
        6450      1.8134     1.36716  0.00791115
        6451     1.80526     1.36723  0.00791022
        6452      1.7967      1.3673  0.00790927
        6453     1.78531     1.36736  0.00790831
        6454     1.77255     1.36743  0.00790734
        6455     1.75916     1.36749  0.00790634
        6456     1.74469     1.36754  0.00790533
        6457     1.73015      1.3676  0.00790431
        6458     1.71389     1.36765  0.00790327
        6459     1.69718      1.3677  0.00790221
        6460     1.67887     1.36775  0.00790113
        6461     1.66024      1.3678  0.00790004
        6462     1.63992     1.36784  0.00789893
        6463     1.61944     1.36788   0.0078978
        6464      1.5991     1.36792  0.00789666
        6465     1.57902     1.36795  0.00789551
        6466     1.55758     1.36798  0.00789434
        6467     1.53584       1.368  0.00789316
        6468     1.51438     1.36803  0.00789197
        6469     1.49305     1.36805  0.00789078
        6470     1.47049     1.36806  0.00788957
        6471     1.44776     1.36807  0.00788837
        6472     1.42495     1.36808  0.00788715
        6473     1.40335     1.36809  0.00788593
        6474      1.3816     1.36809  0.00788472
        6475     1.36123     1.36809   0.0078835
        6476     1.34111     1.36808  0.00788228
        6477     1.32158     1.36808  0.00788107
        6478     1.30245     1.36807  0.00787986
        6479     1.28428     1.36805  0.00787865
        6480     1.26642     1.36804  0.00787745
        6481      1.2494     1.36802  0.00787626
        6482     1.23375       1.368  0.00787507
        6483     1.22026     1.36798  0.00787389
        6484     1.20632     1.36795  0.00787271
        6485     1.19198     1.36792  0.00787155
        6486     1.18064      1.3679  0.00787039
        6487     1.16969     1.36787  0.00786923
        6488     1.16011     1.36783  0.00786809
        6489     1.15242      1.3678  0.00786694
        6490     1.14543     1.36777  0.00786581
        6491     1.13914     1.36773  0.00786467
        6492      1.1343     1.36769  0.00786354
        6493     1.13018     1.36766  0.00786242
        6494      1.1275     1.36762  0.00786129
        6495     1.12602     1.36758  0.00786017
        6496     1.12574     1.36755  0.00785905
        6497     1.12687     1.36751  0.00785793
        6498      1.1294     1.36747   0.0078568
        6499     1.13284     1.36744  0.00785568
        6500     1.13764      1.3674  0.00785455
        6501     1.14379     1.36737  0.00785341
        6502     1.15076     1.36733  0.00785228
        6503     1.15853      1.3673  0.00785114
        6504     1.16732     1.36727  0.00784999
        6505     1.17684     1.36724  0.00784884
        6506     1.18683     1.36721  0.00784768
        6507     1.19845     1.36719  0.00784652
        6508     1.21118     1.36716  0.00784535
        6509     1.22426     1.36714  0.00784417
        6510     1.23766     1.36712  0.00784299
        6511      1.2518      1.3671  0.00784181
        6512     1.26762     1.36709  0.00784062
        6513      1.2841     1.36708  0.00783943
        6514     1.30049     1.36707  0.00783823
        6515     1.31771     1.36706  0.00783703
        6516     1.33643     1.36705  0.00783583
        6517     1.35421     1.36705  0.00783463
        6518     1.37389     1.36705  0.00783342
        6519     1.39325     1.36706  0.00783222
        6520       1.413     1.36706  0.00783103
        6521     1.43283     1.36707  0.00782983
        6522     1.45296     1.36709  0.00782864
        6523     1.47358      1.3671  0.00782746
        6524     1.49395     1.36712  0.00782628
        6525     1.51451     1.36715  0.00782512
        6526     1.53569     1.36717  0.00782396
        6527     1.55725      1.3672  0.00782281
        6528     1.57817     1.36723  0.00782168
        6529     1.59941     1.36727  0.00782057
        6530     1.61996     1.36731  0.00781946
        6531      1.6415     1.36735  0.00781838
        6532     1.66328     1.36739  0.00781731
        6533     1.68456     1.36744  0.00781627
        6534     1.70581     1.36749  0.00781524
        6535      1.7275     1.36755  0.00781424
        6536     1.74912     1.36761  0.00781326
        6537     1.76921     1.36767  0.00781231
        6538     1.79066     1.36773  0.00781138
        6539     1.81152      1.3678  0.00781048
        6540     1.83226     1.36787  0.00780961
        6541     1.85261     1.36795  0.00780877
        6542     1.87353     1.36802  0.00780796
        6543     1.89403      1.3681  0.00780718
        6544     1.91431     1.36819  0.00780643
        6545     1.93483     1.36827  0.00780572
        6546     1.95508     1.36836  0.00780504
        6547     1.97453     1.36846   0.0078044
        6548     1.99337     1.36855  0.00780379
        6549     2.01132     1.36865  0.00780322
        6550     2.02928     1.36875  0.00780268
        6551     2.04671     1.36886  0.00780217
        6552     2.06403     1.36896   0.0078017
        6553     2.07996     1.36907  0.00780127
        6554     2.09539     1.36918  0.00780086
        6555     2.11122     1.36929  0.00780049
        6556     2.12544     1.36941  0.00780016
        6557     2.13845     1.36953  0.00779985
        6558     2.15089     1.36965  0.00779957
        6559     2.16221     1.36977  0.00779932
        6560     2.17161     1.36989  0.00779909
        6561      2.1807     1.37001  0.00779888
        6562     2.18725     1.37014  0.00779868
        6563     2.19361     1.37026   0.0077985
        6564     2.19827     1.37039  0.00779833
        6565      2.2012     1.37051  0.00779817
        6566     2.20211     1.37064  0.00779801
        6567     2.20195     1.37077  0.00779785
        6568     2.19996     1.37089  0.00779769
        6569     2.19664     1.37102  0.00779752
        6570     2.19173     1.37114  0.00779733
        6571     2.18549     1.37127  0.00779713
        6572     2.17723     1.37139   0.0077969
        6573     2.16771     1.37151  0.00779666
        6574     2.15672     1.37163  0.00779639
        6575     2.14336     1.37175  0.00779609
        6576     2.12936     1.37186  0.00779575
        6577      2.1136     1.37198  0.00779538
        6578     2.09614     1.37209  0.00779497
        6579     2.07873     1.37219  0.00779453
        6580     2.05953      1.3723  0.00779405
        6581     2.04104      1.3724  0.00779352
        6582     2.02044      1.3725  0.00779296
        6583      1.9983     1.37259  0.00779236
        6584     1.97638     1.37269  0.00779171
        6585     1.95334     1.37277  0.00779103
        6586     1.93021     1.37286  0.00779031
        6587     1.90658     1.37294  0.00778954
        6588     1.88279     1.37302  0.00778875
        6589     1.85866     1.37309  0.00778791
        6590     1.83402     1.37316  0.00778705
        6591     1.80942     1.37323  0.00778615
        6592     1.78444     1.37329  0.00778521
        6593     1.75939     1.37335  0.00778425
        6594     1.73359      1.3734  0.00778326
        6595     1.70782     1.37345  0.00778225
        6596     1.68238      1.3735  0.00778121
        6597     1.65705     1.37354  0.00778015
        6598     1.63212     1.37358  0.00777907
        6599     1.60788     1.37362  0.00777797
        6600     1.58361     1.37365  0.00777686
        6601     1.55888     1.37368  0.00777573
        6602     1.53515      1.3737  0.00777459
        6603     1.51075     1.37372  0.00777344
        6604     1.48715     1.37374  0.00777228
        6605     1.46315     1.37375  0.00777112
        6606     1.44071     1.37376  0.00776995
        6607     1.41742     1.37377  0.00776878
        6608     1.39594     1.37377   0.0077676
        6609     1.37388     1.37377  0.00776643
        6610     1.35173     1.37377  0.00776525
        6611     1.33118     1.37376  0.00776408
        6612     1.31033     1.37375  0.00776291
        6613     1.29016     1.37374  0.00776175
        6614     1.27019     1.37373  0.00776059
        6615     1.25093     1.37371  0.00775944
        6616     1.23289     1.37369  0.00775829
        6617     1.21441     1.37366  0.00775716
        6618     1.19624     1.37364  0.00775603
        6619     1.17915     1.37361  0.00775492
        6620     1.16317     1.37357  0.00775381
        6621     1.14715     1.37354  0.00775272
        6622     1.13258      1.3735  0.00775163
        6623     1.11807     1.37347  0.00775056
        6624      1.1039     1.37342  0.00774949
        6625     1.09135     1.37338  0.00774844
        6626     1.07998     1.37334   0.0077474
        6627     1.06961     1.37329  0.00774636
        6628     1.06101     1.37324  0.00774534
        6629     1.05255      1.3732  0.00774432
        6630     1.04572     1.37315  0.00774331
        6631      1.0408      1.3731   0.0077423
        6632     1.03663     1.37305   0.0077413
        6633     1.03322     1.37299  0.00774031
        6634     1.03059     1.37294  0.00773931
        6635     1.02972     1.37289  0.00773832
        6636     1.03037     1.37284  0.00773732
        6637     1.03155     1.37279  0.00773633
        6638     1.03398     1.37274  0.00773533
        6639      1.0388     1.37269  0.00773433
        6640     1.04408     1.37264  0.00773332
        6641     1.05071     1.37259  0.00773231
        6642     1.05743     1.37254  0.00773129
        6643     1.06637      1.3725  0.00773027
        6644     1.07527     1.37245  0.00772923
        6645     1.08551     1.37241  0.00772819
        6646     1.09702     1.37237  0.00772714
        6647     1.10925     1.37233  0.00772608
        6648     1.12212     1.37229  0.00772501
        6649     1.13533     1.37225  0.00772393
        6650     1.14928     1.37222  0.00772284
        6651     1.16367     1.37219  0.00772174
        6652     1.17796     1.37216  0.00772063
        6653     1.19257     1.37213  0.00771952
        6654     1.20769     1.37211   0.0077184
        6655     1.22303     1.37209  0.00771727
        6656     1.23829     1.37207  0.00771614
        6657     1.25415     1.37205    0.007715
        6658     1.27007     1.37203  0.00771386
        6659     1.28577     1.37202  0.00771271
        6660     1.30143     1.37201  0.00771156
        6661     1.31604       1.372  0.00771041
        6662     1.33074     1.37199  0.00770925
        6663     1.34547     1.37199   0.0077081
        6664     1.35993     1.37199  0.00770694
        6665     1.37453     1.37199  0.00770578
        6666     1.38774     1.37199  0.00770463
        6667     1.40143       1.372  0.00770347
        6668     1.41406       1.372  0.00770232
        6669     1.42604     1.37201  0.00770117
        6670     1.43802     1.37202  0.00770002
        6671     1.44848     1.37203  0.00769888
        6672     1.45807     1.37204  0.00769773
        6673     1.46696     1.37206  0.00769659
        6674     1.47462     1.37207  0.00769545
        6675     1.48172     1.37209  0.00769432
        6676      1.4875     1.37211  0.00769319
        6677     1.49266     1.37213  0.00769205
        6678     1.49622     1.37214  0.00769093
        6679     1.49866     1.37216   0.0076898
        6680     1.50001     1.37218  0.00768867
        6681     1.50123      1.3722  0.00768754
        6682      1.5007     1.37222  0.00768642
        6683     1.49844     1.37224  0.00768529
        6684     1.49573     1.37226  0.00768416
        6685     1.49165     1.37228  0.00768303
        6686     1.48725     1.37229   0.0076819
        6687     1.48137     1.37231  0.00768077
        6688     1.47555     1.37232  0.00767964
        6689     1.46912     1.37234   0.0076785
        6690     1.46192     1.37235  0.00767737
        6691     1.45496     1.37237  0.00767623
        6692      1.4471     1.37238  0.00767509
        6693     1.43911     1.37239  0.00767395
        6694     1.43032     1.37239  0.00767281
        6695     1.42173      1.3724  0.00767167
        6696     1.41361     1.37241  0.00767052
        6697     1.40454     1.37241  0.00766938
        6698     1.39528     1.37242  0.00766824
        6699     1.38584     1.37242  0.00766709
        6700     1.37649     1.37242  0.00766595
        6701     1.36556     1.37242   0.0076648
        6702     1.35571     1.37242  0.00766366
        6703       1.346     1.37241  0.00766252
        6704     1.33525     1.37241  0.00766138
        6705     1.32541      1.3724  0.00766024
        6706      1.3153     1.37239   0.0076591
        6707     1.30423     1.37238  0.00765797
        6708     1.29415     1.37237  0.00765683
        6709     1.28413     1.37236   0.0076557
        6710     1.27397     1.37234  0.00765458
        6711     1.26372     1.37232  0.00765345
        6712     1.25461     1.37231  0.00765233
        6713     1.24476     1.37229  0.00765122
        6714     1.23591     1.37227   0.0076501
        6715     1.22833     1.37225  0.00764899
        6716     1.21943     1.37222  0.00764789
        6717      1.2119      1.3722  0.00764679
        6718      1.2041     1.37217  0.00764569
        6719     1.19704     1.37215   0.0076446
        6720     1.19099     1.37212  0.00764351
        6721     1.18433     1.37209  0.00764242
        6722     1.17926     1.37207  0.00764134
        6723     1.17486     1.37204  0.00764026
        6724     1.17069     1.37201  0.00763918
        6725     1.16775     1.37198   0.0076381
        6726     1.16535     1.37194  0.00763703
        6727     1.16281     1.37191  0.00763596
        6728     1.16185     1.37188  0.00763489
        6729     1.16153     1.37185  0.00763382
        6730      1.1626     1.37182  0.00763275
        6731     1.16414     1.37179  0.00763167
        6732     1.16664     1.37176   0.0076306
        6733     1.16964     1.37173  0.00762953
        6734     1.17508      1.3717  0.00762845
        6735     1.18104     1.37167  0.00762737
        6736     1.18777     1.37164  0.00762629
        6737     1.19431     1.37162   0.0076252
        6738      1.2028     1.37159  0.00762411
        6739     1.21205     1.37157  0.00762301
        6740     1.22274     1.37155  0.00762192
        6741     1.23462     1.37153  0.00762081
