#BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        1618     1.53905     1.23439   0.0283552
        1619     1.53862     1.23457   0.0283383
        1620     1.53904     1.23476   0.0283214
        1621     1.54034     1.23495   0.0283046
        1622     1.54231     1.23514   0.0282878
        1623      1.5452     1.23533    0.028271
        1624     1.54879     1.23552   0.0282542
        1625     1.55402     1.23572   0.0282375
        1626     1.55993     1.23592   0.0282209
        1627     1.56648     1.23612   0.0282043
        1628     1.57387     1.23633   0.0281877
        1629     1.58181     1.23654   0.0281712
        1630     1.59145     1.23676   0.0281547
        1631     1.60151     1.23698   0.0281384
        1632     1.61169     1.23721   0.0281221
        1633     1.62309     1.23745   0.0281058
        1634     1.63466     1.23769   0.0280897
        1635     1.64727     1.23794   0.0280736
        1636     1.65889      1.2382   0.0280576
        1637     1.66992     1.23846   0.0280417
        1638     1.68169     1.23873   0.0280259
        1639      1.6929     1.23901   0.0280102
        1640     1.70369      1.2393   0.0279946
        1641     1.71589     1.23959    0.027979
        1642     1.72701     1.23988   0.0279635
        1643     1.73744     1.24019   0.0279482
        1644     1.74735     1.24049   0.0279329
        1645      1.7569     1.24081   0.0279176
        1646     1.76506     1.24113   0.0279025
        1647     1.77276     1.24145   0.0278874
        1648     1.77945     1.24178   0.0278724
        1649     1.78606     1.24211   0.0278575
        1650      1.7916     1.24244   0.0278426
        1651     1.79508     1.24277   0.0278277
        1652     1.79817     1.24311   0.0278129
        1653     1.80111     1.24345   0.0277981
        1654     1.80318     1.24379   0.0277834
        1655      1.8039     1.24412   0.0277687
        1656     1.80426     1.24446   0.0277539
        1657     1.80355      1.2448   0.0277392
        1658     1.80204     1.24514   0.0277246
        1659     1.79952     1.24547   0.0277099
        1660     1.79698      1.2458   0.0276952
        1661     1.79327     1.24613   0.0276804
        1662     1.78939     1.24646   0.0276657
        1663     1.78489     1.24678    0.027651
        1664     1.77983      1.2471   0.0276362
        1665     1.77474     1.24742   0.0276214
        1666     1.76918     1.24773   0.0276066
        1667      1.7627     1.24804   0.0275918
        1668     1.75489     1.24835   0.0275769
        1669     1.74772     1.24864    0.027562
        1670     1.73977     1.24894   0.0275471
        1671     1.73181     1.24923   0.0275321
        1672      1.7239     1.24951   0.0275171
        1673     1.71557     1.24979   0.0275021
        1674     1.70663     1.25006    0.027487
        1675     1.69807     1.25033   0.0274719
        1676     1.68991     1.25059   0.0274568
        1677      1.6817     1.25085   0.0274416
        1678     1.67369      1.2511   0.0274264
        1679     1.66445     1.25135   0.0274112
        1680     1.65617     1.25159   0.0273959
        1681     1.64763     1.25182   0.0273806
        1682     1.63884     1.25205   0.0273653
        1683     1.63003     1.25228     0.02735
        1684      1.6207      1.2525   0.0273346
        1685     1.61156     1.25271   0.0273192
        1686     1.60258     1.25292   0.0273038
        1687     1.59373     1.25312   0.0272884
        1688     1.58426     1.25332   0.0272729
        1689     1.57483     1.25351   0.0272574
        1690     1.56445     1.25369   0.0272419
        1691     1.55501     1.25387   0.0272264
        1692     1.54476     1.25404   0.0272108
        1693     1.53535     1.25421   0.0271953
        1694     1.52434     1.25437   0.0271797
        1695     1.51288     1.25452   0.0271641
        1696     1.50119     1.25466   0.0271484
        1697       1.489      1.2548   0.0271328
        1698     1.47583     1.25493   0.0271171
        1699     1.46264     1.25506   0.0271014
        1700     1.44895     1.25517   0.0270857
        1701      1.4348     1.25528     0.02707
        1702      1.4207     1.25537   0.0270543
        1703     1.40599     1.25546   0.0270386
        1704     1.39074     1.25554   0.0270228
        1705     1.37526     1.25561    0.027007
        1706     1.35964     1.25567   0.0269913
        1707     1.34301     1.25572   0.0269755
        1708     1.32763     1.25576   0.0269598
        1709     1.31217      1.2558    0.026944
        1710     1.29696     1.25582   0.0269283
        1711     1.28162     1.25584   0.0269125
        1712     1.26698     1.25584   0.0268968
        1713     1.25289     1.25584   0.0268811
        1714     1.23871     1.25583   0.0268654
        1715     1.22621     1.25581   0.0268498
        1716     1.21473     1.25579   0.0268341
        1717     1.20312     1.25576   0.0268185
        1718     1.19314     1.25572   0.0268029
        1719     1.18337     1.25568   0.0267874
        1720     1.17481     1.25563   0.0267718
        1721     1.16774     1.25558   0.0267563
        1722     1.16167     1.25553   0.0267408
        1723     1.15567     1.25547   0.0267254
        1724     1.15141     1.25541     0.02671
        1725     1.14889     1.25535   0.0266945
        1726     1.14666     1.25529   0.0266792
        1727     1.14494     1.25522   0.0266638
        1728     1.14444     1.25516   0.0266484
        1729     1.14513     1.25509   0.0266331
        1730     1.14651     1.25503   0.0266178
        1731     1.14879     1.25497   0.0266025
        1732      1.1522     1.25491   0.0265872
        1733     1.15572     1.25485   0.0265719
        1734     1.16031      1.2548   0.0265566
        1735     1.16592     1.25475   0.0265414
        1736     1.17228      1.2547   0.0265261
        1737     1.17986     1.25466   0.0265109
        1738     1.18789     1.25462   0.0264957
        1739     1.19634     1.25458   0.0264804
        1740     1.20543     1.25456   0.0264652
        1741     1.21561     1.25453     0.02645
        1742     1.22589     1.25452   0.0264349
        1743     1.23721     1.25451   0.0264197
        1744     1.24809      1.2545   0.0264046
        1745     1.26068     1.25451   0.0263894
        1746     1.27302     1.25452   0.0263743
        1747     1.28605     1.25454   0.0263592
        1748     1.29998     1.25456   0.0263442
        1749     1.31383      1.2546   0.0263291
        1750     1.32758     1.25464   0.0263141
        1751     1.34263     1.25469   0.0262991
        1752     1.35753     1.25475   0.0262842
        1753       1.372     1.25481   0.0262693
        1754      1.3877     1.25489   0.0262544
        1755     1.40364     1.25497   0.0262396
        1756     1.41932     1.25507   0.0262248
        1757     1.43567     1.25517   0.0262101
        1758     1.45218     1.25528   0.0261954
        1759     1.46835      1.2554   0.0261808
        1760     1.48439     1.25553   0.0261662
        1761     1.50123     1.25567   0.0261518
        1762     1.51765     1.25582   0.0261373
        1763     1.53409     1.25598    0.026123
        1764     1.55102     1.25615   0.0261087
        1765     1.56816     1.25632   0.0260945
        1766     1.58477     1.25651   0.0260804
        1767     1.60083      1.2567   0.0260664
        1768     1.61726     1.25691   0.0260524
        1769     1.63283     1.25712   0.0260386
        1770     1.64848     1.25734   0.0260248
        1771     1.66515     1.25757   0.0260111
        1772     1.68064     1.25781   0.0259975
        1773     1.69588     1.25806    0.025984
        1774     1.71158     1.25831   0.0259707
        1775     1.72649     1.25858   0.0259574
        1776     1.74107     1.25885   0.0259442
        1777     1.75432     1.25913   0.0259311
        1778     1.76814     1.25941   0.0259181
        1779     1.78152     1.25971   0.0259052
        1780     1.79421     1.26001   0.0258923
        1781     1.80664     1.26032   0.0258796
        1782     1.81878     1.26063    0.025867
        1783     1.82987     1.26095   0.0258545
        1784     1.84059     1.26127    0.025842
        1785     1.85116      1.2616   0.0258297
        1786     1.85962     1.26194   0.0258174
        1787     1.86786     1.26228   0.0258051
        1788     1.87632     1.26262    0.025793
        1789     1.88379     1.26297   0.0257809
        1790     1.88999     1.26332   0.0257689
        1791      1.8961     1.26367   0.0257569
        1792     1.90163     1.26403    0.025745
        1793     1.90537     1.26439   0.0257331
        1794     1.90873     1.26474   0.0257213
        1795     1.91101      1.2651   0.0257095
        1796     1.91269     1.26546   0.0256977
        1797     1.91402     1.26583   0.0256859
        1798      1.9138     1.26619   0.0256742
        1799     1.91302     1.26655   0.0256624
        1800     1.91123      1.2669   0.0256507
        1801     1.90869     1.26726   0.0256389
        1802     1.90521     1.26761   0.0256271
        1803     1.90202     1.26797   0.0256153
        1804     1.89773     1.26832   0.0256035
        1805     1.89214     1.26866   0.0255916
        1806     1.88674       1.269   0.0255798
        1807     1.87967     1.26934   0.0255678
        1808     1.87362     1.26968   0.0255559
        1809     1.86672     1.27001   0.0255439
        1810     1.85926     1.27033   0.0255318
        1811     1.85227     1.27065   0.0255198
        1812     1.84482     1.27097   0.0255077
        1813     1.83649     1.27128   0.0254955
        1814       1.829     1.27159   0.0254833
        1815     1.82095     1.27189    0.025471
        1816      1.8131     1.27219   0.0254588
        1817      1.8043     1.27248   0.0254464
        1818     1.79625     1.27277   0.0254341
        1819     1.78778     1.27305   0.0254217
        1820     1.77988     1.27333   0.0254092
        1821     1.77161     1.27361   0.0253967
        1822     1.76491     1.27388   0.0253842
        1823      1.7574     1.27414   0.0253717
        1824     1.75076      1.2744   0.0253591
        1825     1.74284     1.27466   0.0253465
        1826     1.73582     1.27491   0.0253339
        1827     1.72968     1.27516   0.0253213
        1828     1.72324      1.2754   0.0253086
        1829      1.7172     1.27565   0.0252959
        1830     1.71132     1.27588   0.0252832
        1831     1.70534     1.27612   0.0252705
        1832     1.69973     1.27635   0.0252578
        1833     1.69327     1.27658    0.025245
        1834     1.68689      1.2768   0.0252322
        1835     1.68105     1.27702   0.0252194
        1836     1.67524     1.27724   0.0252066
        1837     1.66942     1.27745   0.0251938
        1838     1.66283     1.27766    0.025181
        1839     1.65734     1.27787   0.0251681
        1840     1.65171     1.27807   0.0251553
        1841     1.64516     1.27827   0.0251424
        1842     1.63884     1.27847   0.0251295
        1843     1.63148     1.27866   0.0251166
        1844     1.62446     1.27885   0.0251037
        1845     1.61628     1.27903   0.0250908
        1846      1.6076     1.27921   0.0250778
        1847     1.59883     1.27938   0.0250648
        1848     1.58967     1.27955   0.0250518
        1849     1.57983     1.27971   0.0250388
        1850     1.56901     1.27987   0.0250257
        1851      1.5579     1.28002   0.0250127
        1852      1.5455     1.28016   0.0249996
        1853     1.53227      1.2803   0.0249865
        1854      1.5182     1.28042   0.0249733
        1855     1.50377     1.28054   0.0249601
        1856     1.48852     1.28066   0.0249469
        1857     1.47151     1.28076   0.0249337
        1858     1.45423     1.28085   0.0249205
        1859     1.43649     1.28094   0.0249072
        1860     1.41764     1.28101   0.0248939
        1861     1.39847     1.28107   0.0248806
        1862     1.37907     1.28113   0.0248673
        1863     1.35882     1.28117    0.024854
        1864     1.33804      1.2812   0.0248407
        1865     1.31805     1.28122   0.0248274
        1866     1.29678     1.28123   0.0248141
        1867     1.27579     1.28122   0.0248008
        1868     1.25517     1.28121   0.0247875
        1869     1.23504     1.28118   0.0247743
        1870     1.21476     1.28115    0.024761
        1871     1.19517      1.2811   0.0247479
        1872     1.17683     1.28105   0.0247347
        1873     1.15815     1.28098   0.0247216
        1874     1.14113     1.28091   0.0247085
        1875     1.12465     1.28082   0.0246955
        1876     1.10878     1.28073   0.0246825
        1877     1.09382     1.28063   0.0246695
        1878     1.08008     1.28053   0.0246566
        1879     1.06737     1.28041   0.0246437
        1880     1.05574     1.28029   0.0246309
        1881     1.04523     1.28017   0.0246182
        1882     1.03636     1.28004   0.0246054
        1883     1.02795      1.2799   0.0245927
        1884     1.02051     1.27977     0.02458
        1885     1.01429     1.27963   0.0245674
        1886     1.00883     1.27948   0.0245548
        1887     1.00531     1.27934   0.0245422
        1888     1.00254     1.27919   0.0245297
        1889     1.00145     1.27904   0.0245171
        1890     1.00153      1.2789   0.0245046
        1891     1.00323     1.27875   0.0244921
        1892     1.00529     1.27861   0.0244795
        1893     1.00839     1.27846    0.024467
        1894     1.01318     1.27832   0.0244545
        1895     1.01885     1.27819    0.024442
        1896     1.02557     1.27805   0.0244295
        1897     1.03181     1.27792   0.0244169
        1898     1.03965      1.2778   0.0244044
        1899     1.04826     1.27768   0.0243918
        1900     1.05685     1.27756   0.0243793
        1901     1.06579     1.27745   0.0243667
        1902     1.07427     1.27734   0.0243541
        1903     1.08293     1.27724   0.0243415
        1904     1.09265     1.27714   0.0243289
        1905     1.10216     1.27705   0.0243163
        1906     1.11116     1.27696   0.0243037
        1907     1.12056     1.27688   0.0242911
        1908     1.12958     1.27681   0.0242785
        1909     1.13821     1.27673   0.0242659
        1910     1.14665     1.27666   0.0242533
        1911     1.15513      1.2766   0.0242407
        1912     1.16317     1.27654   0.0242281
        1913     1.17078     1.27649   0.0242155
        1914     1.17892     1.27644   0.0242029
        1915     1.18641     1.27639   0.0241903
        1916     1.19327     1.27635   0.0241777
        1917     1.20047     1.27631   0.0241651
        1918     1.20806     1.27627   0.0241526
        1919     1.21557     1.27624     0.02414
        1920     1.22328     1.27621   0.0241274
        1921     1.23071     1.27619   0.0241149
        1922     1.23767     1.27617   0.0241024
        1923      1.2456     1.27615   0.0240898
        1924      1.2531     1.27614   0.0240773
        1925     1.26018     1.27613   0.0240648
        1926     1.26829     1.27613   0.0240523
        1927     1.27697     1.27613   0.0240398
        1928     1.28454     1.27613   0.0240274
        1929     1.29247     1.27614   0.0240149
        1930     1.29929     1.27615   0.0240025
        1931     1.30694     1.27617     0.02399
        1932     1.31518     1.27619   0.0239776
        1933     1.32304     1.27621   0.0239652
        1934     1.33169     1.27624   0.0239529
        1935     1.33994     1.27627   0.0239405
        1936     1.34824     1.27631   0.0239282
        1937     1.35561     1.27635   0.0239159
        1938      1.3637      1.2764   0.0239036
        1939     1.37176     1.27645   0.0238913
        1940     1.37951      1.2765    0.023879
        1941     1.38813     1.27656   0.0238668
        1942     1.39589     1.27662   0.0238546
        1943     1.40369     1.27668   0.0238424
        1944     1.41151     1.27675   0.0238302
        1945     1.41833     1.27683   0.0238181
        1946     1.42554      1.2769    0.023806
        1947     1.43215     1.27698   0.0237939
        1948     1.43832     1.27706   0.0237818
        1949     1.44403     1.27715   0.0237698
        1950     1.44873     1.27724   0.0237577
        1951     1.45336     1.27733   0.0237457
        1952     1.45786     1.27742   0.0237337
        1953     1.46196     1.27752   0.0237218
        1954     1.46584     1.27761   0.0237098
        1955     1.46756     1.27771   0.0236979
        1956     1.46876     1.27781    0.023686
        1957     1.46916      1.2779   0.0236741
        1958      1.4685       1.278   0.0236622
        1959     1.46699      1.2781   0.0236503
        1960     1.46436     1.27819   0.0236384
        1961     1.46131     1.27829   0.0236266
        1962     1.45735     1.27838   0.0236147
        1963     1.45245     1.27847   0.0236028
        1964     1.44686     1.27855    0.023591
        1965     1.44034     1.27864   0.0235791
        1966      1.4336     1.27871   0.0235673
        1967     1.42498     1.27879   0.0235554
        1968     1.41595     1.27886   0.0235435
        1969     1.40559     1.27892   0.0235317
        1970     1.39418     1.27898   0.0235198
        1971      1.3825     1.27903   0.0235079
        1972     1.36966     1.27908    0.023496
        1973     1.35622     1.27912   0.0234842
        1974     1.34322     1.27915   0.0234723
        1975     1.32933     1.27918   0.0234604
        1976     1.31465     1.27919   0.0234485
        1977     1.30001      1.2792   0.0234367
        1978     1.28505     1.27921   0.0234248
        1979     1.27011      1.2792    0.023413
        1980     1.25578     1.27919   0.0234012
        1981     1.24121     1.27917   0.0233894
        1982     1.22674     1.27915   0.0233776
        1983     1.21318     1.27911   0.0233658
        1984     1.19991     1.27907   0.0233541
        1985     1.18698     1.27903   0.0233424
        1986     1.17544     1.27897   0.0233307
        1987     1.16388     1.27892    0.023319
        1988     1.15427     1.27885   0.0233074
        1989      1.1452     1.27879   0.0232957
        1990     1.13669     1.27871   0.0232841
        1991     1.12803     1.27864   0.0232726
        1992     1.12138     1.27856    0.023261
        1993     1.11458     1.27848   0.0232495
        1994     1.10834     1.27839    0.023238
        1995     1.10433     1.27831   0.0232265
        1996     1.09989     1.27822    0.023215
        1997     1.09669     1.27812   0.0232036
        1998     1.09496     1.27803   0.0231922
        1999     1.09323     1.27794   0.0231807
        2000     1.09198     1.27785   0.0231693
        2001     1.09168     1.27775   0.0231579
        2002     1.09161     1.27766   0.0231466
        2003     1.09272     1.27757   0.0231352
        2004     1.09454     1.27748   0.0231238
        2005     1.09683     1.27739   0.0231125
        2006     1.10155      1.2773   0.0231011
        2007      1.1051     1.27721   0.0230898
        2008     1.10966     1.27713   0.0230784
        2009     1.11503     1.27705   0.0230671
        2010     1.12147     1.27697   0.0230557
        2011     1.12806      1.2769   0.0230444
        2012       1.137     1.27683    0.023033
        2013     1.14615     1.27676   0.0230217
        2014     1.15604      1.2767   0.0230103
        2015     1.16717     1.27665    0.022999
        2016     1.17981      1.2766   0.0229876
        2017     1.19207     1.27656   0.0229762
        2018     1.20612     1.27653   0.0229649
        2019      1.2215      1.2765   0.0229535
        2020     1.23748     1.27648   0.0229422
        2021     1.25503     1.27647   0.0229308
        2022      1.2734     1.27647   0.0229195
        2023     1.29374     1.27648   0.0229082
        2024     1.31408     1.27649   0.0228968
        2025     1.33506     1.27652   0.0228856
        2026     1.35827     1.27656   0.0228743
        2027     1.38118     1.27661   0.0228631
        2028     1.40412     1.27668   0.0228519
        2029     1.42837     1.27675   0.0228407
        2030     1.45207     1.27684   0.0228297
        2031     1.47548     1.27694   0.0228186
        2032     1.49935     1.27705   0.0228077
        2033       1.522     1.27717   0.0227968
        2034     1.54416      1.2773   0.0227859
        2035      1.5656     1.27744   0.0227752
        2036     1.58609     1.27759   0.0227645
        2037     1.60447     1.27775   0.0227539
        2038     1.62177     1.27792   0.0227433
        2039     1.63689      1.2781   0.0227329
        2040     1.65044     1.27828   0.0227225
        2041     1.66213     1.27847   0.0227121
        2042     1.67242     1.27866   0.0227018
        2043     1.68062     1.27886   0.0226915
        2044     1.68679     1.27906   0.0226813
        2045     1.69151     1.27926   0.0226711
        2046     1.69444     1.27946   0.0226609
        2047     1.69669     1.27966   0.0226508
        2048     1.69745     1.27987   0.0226407
        2049     1.69665     1.28007   0.0226305
        2050     1.69566     1.28027   0.0226204
        2051     1.69369     1.28048   0.0226103
        2052     1.69087     1.28068   0.0226001
        2053     1.68831     1.28087     0.02259
        2054      1.6842     1.28107   0.0225798
        2055     1.68081     1.28127   0.0225697
        2056     1.67724     1.28146   0.0225595
        2057     1.67333     1.28165   0.0225494
        2058     1.66936     1.28184   0.0225392
        2059      1.6644     1.28202    0.022529
        2060     1.66038     1.28221   0.0225188
        2061     1.65612     1.28239   0.0225086
        2062     1.65256     1.28257   0.0224984
        2063     1.64899     1.28275   0.0224882
        2064     1.64514     1.28292    0.022478
        2065     1.64028     1.28309   0.0224678
        2066     1.63511     1.28326   0.0224576
        2067     1.63082     1.28343   0.0224473
        2068     1.62668      1.2836   0.0224371
        2069     1.62169     1.28376   0.0224269
        2070     1.61681     1.28392   0.0224166
        2071     1.61108     1.28408   0.0224063
        2072     1.60567     1.28424    0.022396
        2073     1.60084     1.28439   0.0223858
        2074     1.59563     1.28454   0.0223755
        2075     1.59028     1.28469   0.0223652
        2076     1.58455     1.28483   0.0223549
        2077      1.5787     1.28497   0.0223446
        2078     1.57275     1.28511   0.0223342
        2079     1.56695     1.28525   0.0223239
        2080     1.56132     1.28538   0.0223136
        2081     1.55515     1.28551   0.0223032
        2082     1.54871     1.28563   0.0222929
        2083      1.5425     1.28576   0.0222825
        2084     1.53654     1.28588   0.0222721
        2085     1.52988       1.286   0.0222618
        2086     1.52352     1.28611   0.0222514
        2087     1.51746     1.28622    0.022241
        2088     1.51172     1.28633   0.0222306
        2089     1.50584     1.28643   0.0222202
        2090     1.50079     1.28654   0.0222098
        2091      1.4949     1.28664   0.0221994
        2092     1.48891     1.28673    0.022189
        2093     1.48329     1.28683   0.0221786
        2094     1.47781     1.28692   0.0221682
        2095      1.4732     1.28701   0.0221578
        2096      1.4685     1.28709   0.0221474
        2097     1.46443     1.28718    0.022137
        2098      1.4593     1.28726   0.0221266
        2099     1.45503     1.28734   0.0221162
        2100     1.44921     1.28742   0.0221058
        2101     1.44592     1.28749   0.0220954
        2102     1.44131     1.28756    0.022085
        2103     1.43755     1.28764   0.0220746
        2104     1.43365     1.28771   0.0220643
        2105     1.42961     1.28777   0.0220539
        2106     1.42543     1.28784   0.0220435
        2107     1.42182      1.2879   0.0220331
        2108     1.41903     1.28796   0.0220228
        2109      1.4156     1.28802   0.0220124
        2110      1.4125     1.28808   0.0220021
        2111     1.40852     1.28814   0.0219917
        2112     1.40562      1.2882   0.0219814
        2113     1.40233     1.28825    0.021971
        2114     1.39965      1.2883   0.0219607
        2115      1.3959     1.28835   0.0219504
        2116     1.39206      1.2884   0.0219401
        2117      1.3896     1.28845   0.0219297
        2118     1.38757      1.2885   0.0219194
        2119     1.38552     1.28854   0.0219091
        2120     1.38349     1.28859   0.0218989
        2121     1.38222     1.28863   0.0218886
        2122     1.38054     1.28868   0.0218783
        2123      1.3792     1.28872    0.021868
        2124     1.37871     1.28876   0.0218578
        2125     1.37885      1.2888   0.0218475
        2126     1.37894     1.28885   0.0218373
        2127     1.37947     1.28889   0.0218271
        2128     1.38094     1.28893   0.0218169
        2129      1.3824     1.28898   0.0218067
        2130     1.38506     1.28902   0.0217965
        2131     1.38868     1.28907   0.0217863
        2132     1.39182     1.28912   0.0217761
        2133      1.3947     1.28916    0.021766
        2134     1.39875     1.28922   0.0217558
        2135     1.40348     1.28927   0.0217457
        2136      1.4086     1.28933   0.0217356
        2137     1.41431     1.28938   0.0217255
        2138      1.4201     1.28945   0.0217154
        2139     1.42567     1.28951   0.0217054
        2140     1.43097     1.28957   0.0216953
        2141     1.43738     1.28964   0.0216853
        2142     1.44339     1.28972   0.0216753
        2143     1.44918     1.28979   0.0216653
        2144     1.45564     1.28987   0.0216554
        2145     1.46271     1.28995   0.0216454
        2146     1.46791     1.29003   0.0216355
        2147     1.47309     1.29012   0.0216256
        2148     1.47843      1.2902   0.0216157
        2149     1.48315     1.29029   0.0216058
        2150     1.48791     1.29039    0.021596
        2151     1.49192     1.29048   0.0215861
        2152     1.49563     1.29057   0.0215763
        2153     1.49875     1.29067   0.0215665
        2154     1.50051     1.29077   0.0215567
        2155     1.50183     1.29087   0.0215469
        2156      1.5027     1.29096   0.0215371
        2157     1.50261     1.29106   0.0215274
        2158     1.50129     1.29116   0.0215176
        2159     1.49969     1.29126   0.0215079
        2160     1.49806     1.29135   0.0214981
        2161     1.49518     1.29145   0.0214884
        2162     1.49203     1.29154   0.0214787
        2163     1.48741     1.29163   0.0214689
        2164      1.4823     1.29172   0.0214592
        2165     1.47575      1.2918   0.0214494
        2166     1.46971     1.29189   0.0214397
        2167     1.46277     1.29196   0.0214299
        2168     1.45471     1.29204   0.0214202
        2169      1.4463     1.29211   0.0214104
        2170     1.43709     1.29218   0.0214007
        2171     1.42737     1.29224   0.0213909
        2172     1.41742      1.2923   0.0213811
        2173     1.40752     1.29235   0.0213714
        2174     1.39677      1.2924   0.0213616
        2175     1.38449     1.29244   0.0213518
        2176      1.3729     1.29248    0.021342
        2177     1.36207     1.29251   0.0213322
        2178     1.35012     1.29254   0.0213225
        2179     1.33856     1.29256   0.0213127
        2180     1.32647     1.29257   0.0213029
        2181      1.3149     1.29258   0.0212932
        2182     1.30341     1.29259   0.0212834
        2183      1.2916     1.29259   0.0212736
        2184     1.27999     1.29258   0.0212639
        2185     1.26865     1.29257   0.0212542
        2186     1.25739     1.29255   0.0212445
        2187     1.24749     1.29253   0.0212348
        2188     1.23754     1.29251   0.0212251
        2189     1.22856     1.29248   0.0212154
        2190     1.21964     1.29245   0.0212057
        2191     1.21178     1.29241   0.0211961
        2192     1.20479     1.29237   0.0211864
        2193     1.19725     1.29233   0.0211768
        2194     1.19112     1.29228   0.0211672
        2195     1.18522     1.29223   0.0211576
        2196     1.18003     1.29218   0.0211481
        2197     1.17484     1.29213   0.0211385
        2198     1.17111     1.29207    0.021129
        2199     1.16736     1.29202   0.0211194
        2200     1.16551     1.29196   0.0211099
        2201     1.16433      1.2919   0.0211004
        2202     1.16353     1.29184   0.0210909
        2203     1.16332     1.29178   0.0210814
        2204     1.16387     1.29173   0.0210719
        2205      1.1644     1.29167   0.0210624
        2206      1.1658     1.29161    0.021053
        2207     1.16775     1.29155   0.0210435
        2208     1.16943      1.2915    0.021034
        2209     1.17123     1.29144   0.0210246
        2210     1.17282     1.29139   0.0210152
        2211     1.17335     1.29134   0.0210057
        2212     1.17418     1.29128   0.0209963
        2213     1.17544     1.29123   0.0209869
        2214     1.17604     1.29118   0.0209774
        2215     1.17612     1.29113    0.020968
        2216     1.17534     1.29108   0.0209586
        2217     1.17456     1.29102   0.0209493
        2218     1.17199     1.29097   0.0209399
        2219      1.1685     1.29091   0.0209305
        2220      1.1645     1.29086   0.0209212
        2221     1.15945      1.2908   0.0209118
        2222     1.15376     1.29074   0.0209025
        2223     1.14739     1.29067   0.0208932
        2224     1.14007      1.2906   0.0208839
        2225     1.13083     1.29053   0.0208747
        2226     1.12038     1.29046   0.0208654
        2227     1.10827     1.29037   0.0208562
        2228       1.095     1.29029    0.020847
        2229     1.08112     1.29019   0.0208379
        2230     1.06598     1.29009   0.0208288
        2231      1.0494     1.28998   0.0208197
        2232     1.03294     1.28987   0.0208107
        2233     1.01575     1.28975   0.0208018
        2234    0.996493     1.28962   0.0207929
        2235    0.977237     1.28948    0.020784
        2236     0.95836     1.28933   0.0207753
        2237    0.939527     1.28917   0.0207666
        2238    0.920886     1.28901   0.0207579
        2239    0.901144     1.28883   0.0207494
        2240    0.881414     1.28865   0.0207409
        2241     0.86305     1.28846   0.0207325
        2242    0.844993     1.28826   0.0207242
        2243    0.827141     1.28806    0.020716
        2244     0.81107     1.28785   0.0207079
        2245    0.794738     1.28763   0.0206998
        2246    0.780186      1.2874   0.0206918
        2247    0.767272     1.28717   0.0206839
        2248    0.755366     1.28693   0.0206761
        2249    0.744545     1.28669   0.0206683
        2250    0.735592     1.28645   0.0206606
        2251    0.727116      1.2862   0.0206529
        2252     0.72036     1.28595   0.0206452
        2253    0.715351     1.28569   0.0206376
        2254    0.711621     1.28544     0.02063
        2255    0.709893     1.28518   0.0206225
        2256    0.709432     1.28493   0.0206149
        2257    0.711182     1.28467   0.0206073
        2258    0.713908     1.28442   0.0205998
        2259     0.71781     1.28417   0.0205922
        2260    0.723317     1.28392   0.0205846
        2261    0.729167     1.28368   0.0205769
        2262    0.737223     1.28343   0.0205692
        2263    0.746451      1.2832   0.0205615
        2264    0.756773     1.28297   0.0205537
        2265    0.768108     1.28274   0.0205459
        2266    0.780129     1.28252   0.0205381
        2267    0.793475      1.2823   0.0205301
        2268    0.807094     1.28209   0.0205221
        2269    0.820899     1.28189   0.0205141
        2270    0.836243     1.28169    0.020506
        2271    0.850393      1.2815   0.0204979
        2272    0.866149     1.28132   0.0204897
        2273    0.882221     1.28114   0.0204814
        2274    0.898288     1.28097   0.0204731
        2275    0.914269     1.28081   0.0204647
        2276    0.930565     1.28066   0.0204563
        2277     0.94734     1.28051   0.0204478
        2278    0.963318     1.28037   0.0204393
        2279    0.979153     1.28024   0.0204308
        2280    0.995017     1.28012   0.0204222
        2281     1.01109        1.28   0.0204136
        2282     1.02611     1.27989    0.020405
        2283     1.04122     1.27978   0.0203963
        2284      1.0566     1.27968   0.0203876
        2285     1.07029     1.27959   0.0203789
        2286     1.08416     1.27951   0.0203701
        2287     1.09697     1.27943   0.0203614
        2288     1.10964     1.27935   0.0203526
        2289     1.12046     1.27928   0.0203439
        2290     1.13108     1.27922   0.0203351
        2291     1.14245     1.27916   0.0203263
        2292     1.15214      1.2791   0.0203175
        2293     1.16087     1.27905   0.0203087
        2294     1.17009     1.27901   0.0202999
        2295     1.17764     1.27896   0.0202911
        2296     1.18473     1.27892   0.0202823
        2297      1.1914     1.27888   0.0202735
        2298     1.19671     1.27885   0.0202647
        2299     1.20118     1.27881   0.0202559
        2300     1.20583     1.27878   0.0202472
        2301     1.20998     1.27875   0.0202384
        2302      1.2137     1.27872   0.0202296
        2303     1.21656      1.2787   0.0202208
        2304     1.22055     1.27867   0.0202121
        2305     1.22237     1.27865   0.0202033
        2306     1.22593     1.27862   0.0201946
        2307     1.22841      1.2786   0.0201858
        2308     1.23084     1.27858   0.0201771
        2309     1.23351     1.27856   0.0201684
        2310     1.23622     1.27854   0.0201596
        2311     1.23902     1.27853   0.0201509
        2312      1.2417     1.27851   0.0201422
        2313     1.24429      1.2785   0.0201335
        2314     1.24656     1.27848   0.0201248
        2315     1.24899     1.27847   0.0201161
        2316     1.25157     1.27846   0.0201075
        2317      1.2543     1.27845   0.0200988
        2318     1.25762     1.27844   0.0200901
        2319     1.26079     1.27843   0.0200814
