#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.686814   -0.686814           0
           2   -0.685356   -0.686085 0.000515238
           3   -0.686097   -0.686089 0.000343506
           4   -0.685712   -0.685995 0.000270218
           5   -0.686155   -0.686027 0.000218077
           6   -0.685409   -0.685924 0.000204629
           7   -0.683785   -0.685618 0.000332867
           8   -0.685727   -0.685632 0.000291537
           9   -0.686433   -0.685721 0.000272409
          10   -0.685596   -0.685708 0.000245456
          11   -0.685196   -0.685662 0.000227512
          12   -0.685355   -0.685636 0.000209984
          13   -0.684539   -0.685552 0.000210109
          14   -0.684636   -0.685486 0.000205023
          15    -0.68428   -0.685406 0.000206526
          16   -0.686209   -0.685456 0.000199625
          17   -0.685289   -0.685446 0.000188125
          18   -0.684747   -0.685408 0.000181639
          19   -0.686078   -0.685443  0.00017547
          20   -0.686537   -0.685498 0.000175023
