#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.378455    0.378455           0
           2    0.380774    0.379615 0.000820013
           3    0.380175    0.379801 0.000567524
           4    0.377773    0.379294 0.000611565
           5    0.377104    0.378856 0.000626786
           6     0.37609    0.378395 0.000670743
           7    0.377171     0.37822 0.000597294
           8     0.38132    0.378608 0.000635982
           9    0.380782    0.378849  0.00060949
          10    0.380038    0.378968 0.000560017
          11    0.376278    0.378724 0.000559954
          12    0.378541    0.378708 0.000513497
          13    0.379241    0.378749 0.000475627
          14    0.376623    0.378598 0.000465264
          15    0.382488    0.378857 0.000501351
          16    0.377499    0.378772 0.000477145
          17    0.376362     0.37863  0.00046966
          18    0.375912    0.378479 0.000467214
          19    0.382656    0.378699 0.000491619
          20     0.37557    0.378543 0.000491299
