#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.214647    0.214647           0
           2    0.211767    0.213207  0.00101832
           3    0.212756    0.213057 0.000689901
           4    0.213052    0.213055 0.000517427
           5    0.214498    0.213344 0.000487765
           6    0.212371    0.213182 0.000432607
           7    0.211417     0.21293  0.00043813
           8    0.212583    0.212886 0.000385503
           9    0.214173    0.213029 0.000368243
          10    0.213887    0.213115 0.000341263
          11    0.212156    0.213028 0.000321192
          12    0.210939    0.212854  0.00033834
          13    0.213107    0.212873 0.000312875
          14     0.21156    0.212779 0.000304255
          15    0.214384    0.212886  0.00030219
          16    0.213897     0.21295 0.000289829
          17    0.214695    0.213052 0.000290398
          18    0.213226    0.213062 0.000274425
          19    0.213716    0.213096 0.000262134
          20    0.213421    0.213113  0.00024953
