#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.82801     1.82801           0
           2     1.91573     1.87187   0.0310132
           3      1.8694     1.87105   0.0206864
           4     1.92317     1.88408   0.0191851
           5     1.89134     1.88553    0.015403
           6     1.83396     1.87694    0.015044
           7     1.85923     1.87441   0.0131057
           8     1.82679     1.86846   0.0127479
           9     1.91328     1.87344   0.0122659
          10     1.81966     1.86806   0.0121612
          11     1.87932     1.86908   0.0110986
          12     1.88561     1.87046   0.0102589
          13     1.94221     1.87598   0.0108533
          14     1.83709      1.8732   0.0104274
          15     1.87804     1.87352  0.00973727
          16     1.86243     1.87283  0.00915335
          17     1.89092      1.8739  0.00867657
          18     1.92162     1.87655  0.00859003
          19     1.84526      1.8749  0.00829429
          20     1.92292      1.8773  0.00821977
