#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1         0.2         0.2           0
           2       -0.08        0.06   0.0989949
           3        0.12        0.08   0.0679869
           4           0        0.06   0.0538516
           5       -0.12       0.024   0.0537848
           6        0.04   0.0266667   0.0448867
           7         0.2   0.0514286   0.0447865
           8        0.08       0.055   0.0393303
           9       -0.12   0.0355556   0.0394753
          10       -0.12        0.02   0.0384708
          11        0.04   0.0218182   0.0350164
          12        0.16   0.0333333   0.0339389
          13       -0.36  0.00307692   0.0427375
          14        -0.4  -0.0257143   0.0484211
          15       -0.24       -0.04   0.0472535
          16        0.04      -0.035   0.0445639
          17        0.08  -0.0282353   0.0424528
          18        0.04  -0.0244444   0.0402632
          19        0.08  -0.0189474   0.0385175
          20        0.24      -0.006   0.0387066
          21        0.16  0.00190476   0.0376619
          22       -0.04           0   0.0359982
          23           0           0    0.034433
          24        0.08  0.00333333   0.0331593
          25       -0.04      0.0016   0.0318782
          26        0.16  0.00769231   0.0312288
          27        0.12   0.0118519   0.0303479
          28       -0.08  0.00857143   0.0294409
          29       -0.12  0.00413793   0.0287575
          30       -0.04  0.00266667   0.0278366
          31       -0.04  0.00129032   0.0269726
          32        0.08     0.00375   0.0262416
          33        0.24   0.0109091   0.0264049
          34        0.16   0.0152941   0.0259899
          35        0.32       0.024   0.0266656
          36        0.32   0.0322222   0.0271629
          37        0.36   0.0410811    0.027836
          38        0.16   0.0442105   0.0272788
          39        0.12   0.0461538   0.0266485
          40        0.48       0.057   0.0281029
          41         0.4   0.0653659   0.0286356
          42         0.2   0.0685714   0.0281327
          43        0.04    0.067907   0.0274863
          44       -0.04   0.0654545   0.0269708
          45        0.04   0.0648889   0.0263774
          46         0.2   0.0678261    0.025967
          47        0.16   0.0697872   0.0254884
          48        0.12   0.0708333   0.0249789
          49       -0.12   0.0669388   0.0247708
          50       -0.44      0.0568   0.0262685
          51       -0.08   0.0541176     0.02589
          52        0.12   0.0553846   0.0254231
          53       -0.08   0.0528302   0.0250715
          54       -0.16   0.0488889    0.024915
          55       -0.28   0.0429091   0.0251694
          56        0.08   0.0435714   0.0247287
          57        0.32   0.0484211   0.0247658
          58        0.32   0.0531034   0.0247775
          59        0.08   0.0535593   0.0243617
          60        0.04   0.0533333   0.0239568
          61       -0.08   0.0511475   0.0236635
          62        0.16   0.0529032   0.0233469
          63       -0.12   0.0501587   0.0231371
          64           0    0.049375   0.0227888
          65       -0.04       0.048   0.0224797
          66       -0.12   0.0454545   0.0222827
          67        0.32   0.0495522   0.0223237
          68        0.36   0.0541176   0.0224574
          69        0.32    0.057971   0.0224601
          70         0.2        0.06   0.0222307
          71        0.08   0.0602817   0.0219194
          72        0.16   0.0616667   0.0216587
          73         0.4   0.0663014   0.0218522
          74        0.48   0.0718919   0.0222606
          75        0.64   0.0794667   0.0232168
          76         0.4   0.0836842   0.0232912
          77         0.2   0.0851948   0.0230377
          78        0.04   0.0846154   0.0227496
          79       -0.04    0.083038   0.0225162
          80        0.04      0.0825   0.0222412
          81       -0.44   0.0760494    0.022883
          82       -0.16   0.0731707   0.0227842
          83       -0.08   0.0713253   0.0225844
          84        -0.2   0.0680952   0.0225453
          85       -0.04   0.0668235   0.0223159
          86        0.08   0.0669767   0.0220569
          87        0.04   0.0666667   0.0218056
          88        0.24   0.0686364   0.0216466
          89        0.32   0.0714607   0.0215868
          90         0.4   0.0751111   0.0216534
          91        0.32   0.0778022    0.021582
          92        0.12   0.0782609   0.0213523
          93           0   0.0774194   0.0211393
          94       -0.16   0.0748936   0.0210648
          95       -0.04   0.0736842   0.0208777
          96        0.24   0.0754167    0.020732
          97        0.52        0.08   0.0210188
          98        0.28   0.0820408   0.0209032
          99        0.12   0.0824242   0.0206955
         100       -0.24      0.0792   0.0207382
         101       -0.24   0.0760396   0.0207723
         102        0.04   0.0756863   0.0205717
         103       -0.12   0.0737864   0.0204595
         104         0.2       0.075   0.0202987
         105         0.2   0.0761905   0.0201403
         106         0.4   0.0792453   0.0201806
         107        0.28   0.0811215    0.020079
         108        0.28    0.082963   0.0199774
         109        0.12   0.0833028    0.019797
         110           0   0.0825455   0.0196315
         111        0.08   0.0825225   0.0194546
         112        0.12   0.0828571   0.0192838
         113        0.04   0.0824779   0.0191169
         114           0   0.0817544   0.0189629
         115        0.24   0.0831304   0.0188479
         116        0.28   0.0848276   0.0187616
         117        0.56   0.0888889   0.0190358
         118         0.2   0.0898305   0.0188977
         119        0.32   0.0917647   0.0188376
         120        0.16   0.0923333   0.0186892
