#   N_BLOCK:  ACCEPTANCE:
           1    0.141065
           2     0.14131
           3    0.141592
           4    0.141836
           5    0.141921
           6    0.141762
           7    0.141671
           8    0.141675
           9    0.141953
          10    0.142138
          11    0.141977
          12    0.142157
          13    0.142026
          14    0.141924
          15    0.141919
          16    0.142025
          17    0.142137
          18     0.14214
          19    0.142225
          20    0.142187
