#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.294044    0.294044           0
           2    0.298202    0.296123  0.00147013
           3    0.302869    0.298371  0.00208131
           4    0.290961    0.296519  0.00223842
           5    0.302023     0.29762  0.00204355
           6    0.294126    0.297037  0.00178399
           7    0.294136    0.296623  0.00157655
           8    0.307055    0.297927  0.00184141
           9      0.2952    0.297624  0.00166155
          10    0.293294    0.297191  0.00155078
          11    0.296628     0.29714  0.00141064
          12    0.289989    0.296544  0.00141335
          13    0.296798    0.296563  0.00130477
          14    0.289542    0.296062   0.0013044
          15    0.301464    0.296422  0.00126618
          16    0.296491    0.296426  0.00118705
          17    0.293234    0.296239  0.00113198
          18    0.299344    0.296411  0.00108216
          19    0.297616    0.296475  0.00102706
          20    0.296736    0.296488 0.000975789
