#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.343926    0.343926           0
           2    0.346099    0.345012 0.000767949
           3    0.347555     0.34586 0.000860683
           4     0.34272    0.345075 0.000937489
           5    0.344992    0.345058 0.000750138
           6    0.345205    0.345083 0.000625513
           7    0.341709    0.344601 0.000697548
           8    0.345441    0.344706 0.000618206
           9    0.347598    0.345027  0.00062752
          10    0.345816    0.345106 0.000569701
          11    0.344407    0.345042 0.000521437
          12    0.345379     0.34507 0.000478739
          13    0.340634    0.344729 0.000550279
          14    0.341718    0.344514 0.000551395
          15    0.345498     0.34458  0.00051852
          16    0.342279    0.344436 0.000505664
          17    0.350867    0.344814 0.000600991
          18    0.344594    0.344802 0.000567727
          19    0.348281    0.344985 0.000566601
          20    0.346666    0.345069 0.000544469
