#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.646379   -0.646379           0
           2   -0.645828   -0.646104 0.000194879
           3   -0.646028   -0.646078 0.000131538
           4   -0.646794   -0.646257 0.000183602
           5   -0.645939   -0.646194 0.000157512
           6   -0.644724   -0.645949 0.000259274
           7   -0.647293   -0.646141 0.000284591
           8   -0.647565   -0.646319 0.000299562
           9   -0.646065    -0.64629 0.000267603
          10   -0.646156   -0.646277  0.00024118
          11   -0.645196   -0.646179 0.000238438
          12   -0.646561   -0.646211 0.000220684
          13   -0.646222   -0.646211  0.00020371
          14   -0.647262   -0.646286 0.000202499
          15   -0.646529   -0.646303 0.000189642
          16    -0.64651   -0.646316 0.000178231
          17   -0.646666   -0.646336 0.000168937
          18   -0.645169   -0.646271 0.000171549
          19   -0.645658   -0.646239 0.000165526
          20   -0.646375   -0.646246  0.00015739
