#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.419609    0.419609           0
           2    0.419559    0.419584  1.7559e-05
           3    0.419373    0.419514 5.87306e-05
           4    0.415407    0.418487 0.000890181
           5    0.426161    0.420022  0.00154651
           6    0.427518    0.421271  0.00172098
           7    0.422968    0.421514  0.00149211
           8    0.423737    0.421792  0.00133122
           9    0.419957    0.421588   0.0011988
          10    0.420203    0.421449  0.00108689
          11     0.42516    0.421787  0.00103911
          12    0.417424    0.421423  0.00101412
          13    0.417828    0.421146 0.000973088
          14    0.415966    0.420776 0.000971403
          15    0.419721    0.420706 0.000909187
          16    0.422488    0.420817 0.000859158
          17    0.413907    0.420411 0.000899658
          18    0.415686    0.420148 0.000887153
          19    0.419605     0.42012 0.000840921
          20    0.420015    0.420115 0.000798891
