#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     7.35288     7.35288           0
           2     7.21545     7.28416   0.0485901
           3     7.43381     7.33405   0.0520399
           4      7.2653     7.31686   0.0417717
           5     7.44697     7.34288   0.0407239
           6     7.54414     7.37642    0.045709
           7     7.33051     7.36986    0.039647
           8      7.3886     7.37221   0.0347602
           9     7.66881     7.40516   0.0438188
          10     7.41705     7.40635   0.0394531
          11     7.47789     7.41286   0.0363985
          12     7.11584      7.3881   0.0409248
          13       7.575     7.40248   0.0402229
          14     7.26583     7.39272   0.0385158
          15     7.55774     7.40372   0.0374864
          16     7.35738     7.40083   0.0352552
          17     7.61039     7.41315   0.0352709
          18      7.4328     7.41424   0.0333283
          19     7.39042     7.41299   0.0315977
          20     7.47457     7.41607   0.0301675
