#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1       0.054       0.054           0
           2     -1.1358     -0.5409    0.420658
           3     -0.5836   -0.555133    0.280679
           4     -0.2188    -0.47105    0.222748
           5     0.39444   -0.297952    0.236062
           6    -0.06282   -0.258763    0.199944
           7     -0.7612    -0.33054    0.183813
           8      0.5834   -0.216297    0.193102
           9     0.26558   -0.162756    0.178915
          10     0.29434   -0.117046     0.16676
          11     0.22014  -0.0863927    0.154392
          12    -0.16876  -0.0932567    0.141678
          13    -0.35876    -0.11368    0.132244
          14     0.39458  -0.0773757    0.127684
          15    -0.26186  -0.0896747    0.119763
          16     1.01832   -0.020425    0.130775
          17     0.40898  0.00483412    0.125498
          18       0.536   0.0343433    0.121946
          19    -0.51874  0.00523368    0.118951
          20     0.64718    0.037331    0.117254
