#   N_BLOCK:  ACCEPTANCE:
           1    0.533815
           2    0.533776
           3    0.533607
           4    0.533696
           5    0.533824
           6    0.533764
           7    0.533596
           8    0.533592
           9    0.533717
          10    0.533761
          11    0.533725
          12    0.533743
          13    0.533737
          14    0.533693
          15    0.533666
          16    0.533653
          17    0.533624
          18    0.533641
          19    0.533685
          20    0.533695
