#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.497441    0.497441           0
           2    0.502834    0.500138  0.00190692
           3    0.492585     0.49762  0.00241701
           4    0.482555    0.493854  0.00373159
           5    0.503715    0.495826  0.00346748
           6     0.49655    0.495947  0.00289166
           7    0.504431    0.497159  0.00272074
           8    0.491432    0.496443  0.00247301
           9    0.502025    0.497063  0.00227467
          10    0.494303    0.496787  0.00206388
          11    0.508113    0.497817  0.00211756
          12    0.485033    0.496751  0.00219276
          13    0.509877    0.497761  0.00224453
          14    0.494761    0.497547  0.00209441
          15    0.504553    0.498014  0.00200619
          16    0.499937    0.498134  0.00188441
          17    0.486768    0.497465  0.00188845
          18    0.502122    0.497724  0.00180117
          19    0.514179     0.49859  0.00190322
          20    0.501533    0.498737  0.00181374
