#   N_BLOCK:  ACCEPTANCE:
           1    0.159089
           2    0.158952
           3    0.159402
           4    0.159375
           5    0.159418
           6    0.159525
           7    0.159604
           8    0.159623
           9    0.159794
          10      0.1598
          11     0.15958
          12    0.159693
          13    0.159414
          14    0.159446
          15    0.159494
          16    0.159448
          17    0.159383
          18    0.159459
          19    0.159576
          20    0.159481
