#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.42315     0.42315           0
           2    0.435119    0.429135   0.0042317
           3    0.440775    0.433015  0.00424201
           4     0.44944    0.437121  0.00477155
           5    0.423572    0.434411  0.00452175
           6    0.447345    0.436567    0.004251
           7    0.444594    0.437713  0.00379522
           8    0.434612    0.437326  0.00334057
           9    0.447436    0.438449  0.00315263
          10    0.431109    0.437715  0.00292155
          11    0.444267    0.438311  0.00271599
          12     0.43495    0.438031  0.00250405
          13    0.448699    0.438851  0.00244221
          14    0.421825    0.437635  0.00255267
          15     0.45364    0.438702  0.00259592
          16    0.432079    0.438288  0.00246646
          17    0.437199    0.438224  0.00232221
          18    0.450261    0.438893  0.00228745
          19    0.442131    0.439063  0.00217339
          20    0.436473    0.438934  0.00206858
