#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1          -1          -1           0
           2          -1          -1           0
           3          -1          -1           0
           4          -1          -1           0
           5          -1          -1           0
           6          -1          -1           0
           7          -1          -1           0
           8          -1          -1           0
           9          -1          -1           0
          10          -1          -1           0
          11          -1          -1           0
          12          -1          -1           0
          13          -1          -1           0
          14          -1          -1           0
          15          -1          -1           0
          16          -1          -1           0
          17          -1          -1           0
          18          -1          -1           0
          19          -1          -1           0
          20          -1          -1           0
          21          -1          -1           0
          22          -1          -1           0
          23          -1          -1           0
          24          -1          -1           0
          25          -1          -1           0
          26          -1          -1           0
          27          -1          -1           0
          28          -1          -1           0
          29          -1          -1           0
          30          -1          -1           0
          31          -1          -1           0
          32          -1          -1           0
          33          -1          -1           0
          34          -1          -1           0
          35          -1          -1           0
          36          -1          -1           0
          37       -0.96   -0.998919  0.00106637
          38          -1   -0.998947  0.00103869
          39          -1   -0.998974  0.00101241
          40          -1      -0.999 0.000987421
          41          -1   -0.999024 0.000963639
          42          -1   -0.999048 0.000940975
          43          -1    -0.99907 0.000919352
          44          -1   -0.999091 0.000898701
          45       -0.96   -0.998222  0.00122883
          46          -1   -0.998261  0.00120272
          47          -1   -0.998298   0.0011777
          48          -1   -0.998333   0.0011537
          49          -1   -0.998367  0.00113065
          50          -1     -0.9984  0.00110851
          51          -1   -0.998431  0.00108722
          52          -1   -0.998462  0.00106673
          53          -1   -0.998491    0.001047
          54          -1   -0.998519  0.00102798
          55          -1   -0.998545  0.00100965
          56       -0.96   -0.997857  0.00120358
          57       -0.92   -0.996491  0.00179756
          58        -0.8   -0.993103  0.00379472
          59        -0.8   -0.989831  0.00494434
          60       -0.76      -0.986  0.00616982
          61        -0.8   -0.982951  0.00678041
          62       -0.84   -0.980645  0.00705217
          63       -0.84   -0.978413  0.00728503
          64       -0.84    -0.97625  0.00748534
          65       -0.92   -0.975385  0.00742003
          66          -1   -0.975758  0.00731698
          67          -1   -0.976119  0.00721671
          68          -1   -0.976471  0.00711912
          69       -0.88   -0.975072  0.00715192
          70       -0.88   -0.973714  0.00717755
          71       -0.84   -0.971831  0.00731936
          72        -0.8   -0.969444  0.00759683
          73       -0.84   -0.967671  0.00769693
          74       -0.84   -0.965946  0.00778388
          75       -0.76     -0.9632  0.00815006
          76       -0.84   -0.961579  0.00820245
          77       -0.92   -0.961039  0.00811368
          78       -0.92   -0.960513   0.0080267
          79       -0.96   -0.960506   0.0079251
          80       -0.88     -0.9595  0.00788967
          81       -0.88   -0.958519  0.00785308
          82       -0.84   -0.957073  0.00788919
          83       -0.96   -0.957108  0.00779422
          84       -0.96   -0.957143  0.00770151
          85       -0.96   -0.957176  0.00761098
          86       -0.96   -0.957209  0.00752255
          87          -1   -0.957701  0.00745214
          88          -1   -0.958182  0.00738295
          89          -1   -0.958652  0.00731493
          90       -0.84   -0.957333  0.00735149
          91       -0.84   -0.956044  0.00738291
          92        -0.8   -0.954348  0.00749496
          93       -0.76   -0.952258   0.0077002
          94       -0.64   -0.948936  0.00830396
          95       -0.68   -0.946105   0.0086857
          96        -0.8   -0.944583  0.00872755
          97       -0.68   -0.941856  0.00905379
          98       -0.72   -0.939592   0.0092401
          99       -0.72   -0.937374  0.00940923
         100        -0.8      -0.936  0.00941488
         101       -0.64   -0.933069  0.00976716
         102       -0.64   -0.930196   0.0100852
         103       -0.72   -0.928155   0.0101916
         104       -0.64   -0.925385   0.0104635
         105       -0.76    -0.92381   0.0104817
         106       -0.72   -0.921887   0.0105577
         107       -0.68   -0.919626   0.0106983
         108       -0.76   -0.918148   0.0107009
         109        -0.8   -0.917064   0.0106575
         110       -0.68   -0.914909   0.0107763
         111        -0.8   -0.913874   0.0107288
         112       -0.76     -0.9125   0.0107206
         113        -0.6   -0.909735   0.0109766
         114       -0.52   -0.906316   0.0114003
         115       -0.48   -0.902609   0.0118886
         116       -0.56   -0.899655   0.0121475
         117       -0.56   -0.896752   0.0123857
         118        -0.6   -0.894237   0.0125334
         119       -0.48   -0.890756   0.0129025
         120       -0.52   -0.887667   0.0131597
         121       -0.56   -0.884959   0.0133266
         122       -0.52   -0.881967    0.013549
         123       -0.56    -0.87935   0.0136893
         124       -0.56   -0.876774   0.0138191
         125        -0.6    -0.87456   0.0138848
         126       -0.64   -0.872698   0.0138988
         127       -0.64   -0.870866   0.0139096
         128        -0.6    -0.86875    0.013961
         129        -0.6   -0.866667   0.0140074
         130       -0.72   -0.865538    0.013945
         131       -0.68   -0.864122   0.0139103
         132        -0.6   -0.862121    0.013948
         133        -0.6    -0.86015   0.0139817
         134        -0.6   -0.858209   0.0140115
         135        -0.6   -0.856296   0.0140377
         136       -0.64   -0.854706   0.0140243
         137        -0.6   -0.852847   0.0140446
         138        -0.6   -0.851014   0.0140618
         139       -0.64   -0.849496   0.0140424
         140       -0.68   -0.848286   0.0139941
         141       -0.64   -0.846809   0.0139726
         142       -0.64   -0.845352   0.0139499
         143        -0.6   -0.843636   0.0139575
         144       -0.64   -0.842222    0.013932
         145       -0.72   -0.841379   0.0138614
         146       -0.76   -0.840822   0.0137777
         147       -0.76   -0.840272   0.0136949
         148       -0.76    -0.83973   0.0136131
         149        -0.8   -0.839463   0.0135244
         150       -0.92       -0.84   0.0134449
         151          -1    -0.84106   0.0133975
         152          -1   -0.842105   0.0133501
         153          -1   -0.843137   0.0133027
         154          -1   -0.844156   0.0132552
         155          -1   -0.845161   0.0132078
         156          -1   -0.846154   0.0131604
         157          -1   -0.847134    0.013113
         158          -1   -0.848101   0.0130656
         159          -1   -0.849057   0.0130183
         160          -1       -0.85   0.0129711
         161          -1   -0.850932    0.012924
         162          -1   -0.851852   0.0128769
         163          -1   -0.852761   0.0128299
         164       -0.92   -0.853171   0.0127583
