#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     83.3333     83.3333           0
           2     83.3333     83.3333           0
           3     83.3333     83.3333           0
           4     83.3333     83.3333           0
           5     83.3333     83.3333           0
           6     83.3333     83.3333           0
           7     83.3333     83.3333           0
           8     83.3333     83.3333           0
           9     83.3333     83.3333           0
          10     83.3333     83.3333           0
          11     83.3333     83.3333           0
          12     83.3333     83.3333           0
          13     83.3333     83.3333           0
          14     83.3333     83.3333           0
          15     83.3333     83.3333           0
          16     83.3333     83.3333           0
          17     83.3333     83.3333           0
          18     83.3333     83.3333           0
          19     83.3333     83.3333           0
          20     83.3333     83.3333           0
          21     83.3333     83.3333           0
          22     83.3333     83.3333           0
          23     83.3333     83.3333           0
          24     83.3333     83.3333           0
          25     83.3333     83.3333           0
          26     83.3333     83.3333           0
          27     83.3333     83.3333           0
          28     83.3333     83.3333           0
          29     83.3333     83.3333           0
          30     83.3333     83.3333           0
          31     83.3333     83.3333           0
          32     83.3333     83.3333           0
          33     83.3333     83.3333           0
          34     83.3333     83.3333           0
          35     83.3333     83.3333           0
          36     83.3333     83.3333           0
          37        76.8     83.1568    0.174174
          38     83.3333     83.1614    0.169653
          39     83.3333     83.1658     0.16536
          40     83.3333       83.17    0.161279
          41     83.3333      83.174    0.157394
          42     83.3333     83.1778    0.153693
          43     83.3333     83.1814    0.150161
          44     83.3333     83.1848    0.146788
          45        76.8      83.043    0.200708
          46     83.3333     83.0493    0.196444
          47     83.3333     83.0553    0.192358
          48     83.3333     83.0611    0.188437
          49     83.3333     83.0667    0.184674
          50     83.3333      83.072    0.181057
          51     83.3333     83.0771    0.177579
          52     83.3333     83.0821    0.174233
          53     83.3333     83.0868     0.17101
          54     83.3333     83.0914    0.167904
          55     83.3333     83.0958    0.164909
          56        76.8     82.9833    0.196585
          57     70.5333     82.7649    0.290125
          58     53.3333     82.2575    0.578232
          59     53.3333     81.7672    0.747914
          60     48.1333     81.2067     0.92189
          61     53.3333     80.7497     1.01371
          62        58.8     80.3957     1.05738
          63        58.8     80.0529     1.09475
          64        58.8     79.7208     1.12688
          65     70.5333     79.5795     1.11838
          66     83.3333     79.6364     1.10288
          67     83.3333     79.6915      1.0878
          68     83.3333     79.7451     1.07312
          69     64.5333     79.5246     1.07997
          70     64.5333     79.3105     1.08557
          71        58.8     79.0216     1.10805
          72     53.3333     78.6648     1.14867
          73        58.8     78.3927     1.16472
          74        58.8     78.1279     1.17869
          75     48.1333      77.728     1.22895
          76        58.8     77.4789     1.23776
          77     70.5333     77.3887     1.22496
          78     70.5333     77.3009     1.21241
          79        76.8     77.2945     1.19708
          80     64.5333      77.135      1.1927
          81     64.5333     76.9794     1.18807
          82        58.8     76.7577     1.19409
          83        76.8     76.7582      1.1797
          84        76.8     76.7587     1.16566
          85        76.8     76.7592     1.15195
          86        76.8     76.7597     1.13855
          87     83.3333     76.8352     1.12797
          88     83.3333     76.9091     1.11757
          89     83.3333     76.9813     1.10734
          90        58.8     76.7793     1.11331
          91        58.8     76.5817     1.11847
          92     53.3333      76.329      1.1345
