#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.24147     0.24147           0
           2    0.240198    0.240834 0.000449978
           3    0.241971    0.241213 0.000431021
           4     0.23932     0.24074  0.00052203
           5    0.241418    0.240876 0.000434906
           6    0.237529    0.240318 0.000625021
           7    0.240721    0.240375 0.000538378
           8    0.243388    0.240752 0.000588207
           9    0.242029    0.240894 0.000539691
          10     0.23641    0.240445  0.00064563
          11    0.240851    0.240482  0.00058799
          12    0.240028    0.240444 0.000540206
          13    0.235433    0.240059 0.000621161
          14    0.240436    0.240086 0.000577375
          15     0.23879    0.239999 0.000545309
          16    0.242333    0.240145 0.000530373
          17    0.244172    0.240382 0.000549527
          18    0.234822    0.240073  0.00059957
          19    0.241211    0.240133 0.000570995
          20    0.242367    0.240245 0.000553258
