#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      8.3042      8.3042           0
           2     8.06504     8.18462   0.0845541
           3     8.20111     8.19012   0.0565478
           4     8.30614     8.21912   0.0492915
           5     8.16548     8.20839    0.040584
           6     8.02727     8.17821   0.0436251
           7     8.07582     8.16358   0.0397692
           8     8.08594     8.15388   0.0359628
           9     8.20149     8.15917   0.0323536
          10     8.24283     8.16753   0.0301806
          11      8.4097     8.18955   0.0345455
          12     8.37846     8.20529   0.0350707
          13     8.23776     8.20779   0.0324618
          14     8.23902     8.21002   0.0302196
          15     8.35417     8.21963   0.0296938
          16     8.30618     8.22504   0.0283264
          17     8.28044      8.2283    0.026847
          18        8.26     8.23006   0.0254132
          19     8.05614      8.2209   0.0256713
          20      8.5419     8.23695   0.0289738
