#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.139442    0.139442           0
           2    0.141895    0.140668 0.000867196
           3    0.147627    0.142988  0.00198011
           4    0.149908    0.144718  0.00210962
           5    0.146326     0.14504  0.00171202
           6    0.138224    0.143904  0.00176372
           7    0.143013    0.143776  0.00151634
           8    0.139762    0.143275  0.00140738
           9    0.146207      0.1436  0.00128816
          10    0.142689    0.143509  0.00116257
          11    0.167099    0.145654   0.0023017
          12    0.154508    0.146392  0.00222503
          13     0.14835    0.146542  0.00205897
          14    0.144793    0.146417  0.00191569
          15    0.136898    0.145783  0.00189018
          16    0.155801    0.146409  0.00187288
          17    0.151936    0.146734  0.00179071
          18    0.150529    0.146945  0.00170359
          19     0.13599    0.146368   0.0017087
          20    0.156869    0.146893  0.00170203
