#   N_BLOCK:  ACCEPTANCE:
           1    0.390042
           2    0.390079
           3    0.390101
           4     0.39018
           5     0.39003
           6    0.390051
           7    0.390051
           8    0.390042
           9    0.390106
          10    0.390186
          11    0.390195
          12    0.390172
          13    0.390068
          14    0.390083
          15      0.3901
          16    0.390033
          17    0.390002
          18    0.390009
          19    0.389966
          20    0.389859
