#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.395358    0.395358           0
           2    0.381395    0.388376  0.00493665
           3     0.38332    0.386691  0.00356723
           4    0.384309    0.386095  0.00272464
           5    0.381345    0.385145  0.00233947
           6    0.379944    0.384279  0.00210405
           7    0.384242    0.384273  0.00180348
           8    0.386095    0.384501  0.00159236
           9    0.391246    0.385251  0.00158198
          10     0.38158    0.384883  0.00146575
          11    0.379879    0.384428  0.00140133
          12    0.391145    0.384988  0.00139185
          13    0.389465    0.385333  0.00132671
          14    0.394749    0.386005  0.00139205
          15    0.386255    0.386022  0.00129935
          16    0.392903    0.386452  0.00128735
          17    0.393998    0.386896  0.00128588
          18    0.389882    0.387062   0.0012251
          19    0.371814    0.386259  0.00139899
          20    0.380131    0.385953  0.00136219
