#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     5.14308     5.14308           0
           2     5.06353     5.10331    0.028123
           3     4.89083     5.03248   0.0607914
           4     5.07248     5.04248   0.0464087
           5     4.76892     4.98777   0.0614266
           6     4.87091     4.96829   0.0541886
           7     4.92089     4.96152   0.0468686
           8     4.80812     4.94234    0.044761
           9     4.93933     4.94201   0.0397888
          10     4.93912     4.94172   0.0358109
          11     5.01659     4.94853   0.0331959
          12      5.2626      4.9747   0.0394192
          13     5.08714     4.98335   0.0373239
          14     5.14396     4.99482   0.0363782
          15     4.80374     4.98208   0.0361146
          16     5.05437      4.9866   0.0341388
          17       5.189     4.99851   0.0341438
          18     5.26177     5.01313   0.0352405
          19     4.83556     5.00379   0.0346029
          20     4.94263     5.00073   0.0330075
