#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     5.93265     5.93265           0
           2     6.10187     6.01726    0.059831
           3     6.24679     6.09377   0.0741178
           4      6.0742     6.08888   0.0557496
           5     5.93278     6.05766   0.0526194
           6     6.04663     6.05582   0.0438815
           7     6.19171     6.07523   0.0416864
           8     6.09836     6.07812   0.0365757
           9     6.00608     6.07012   0.0333763
          10     6.06194      6.0693   0.0300487
          11     6.03397     6.06609   0.0274881
          12     6.14714     6.07284    0.026014
          13     6.10231     6.07511   0.0241114
          14     6.02087     6.07124   0.0226983
          15     6.02735     6.06831   0.0213728
          16       6.206     6.07692   0.0217004
          17     5.98468     6.07149   0.0210912
          18     6.25178     6.08151   0.0221705
          19     6.17889     6.08663   0.0215879
          20     6.01023     6.08281   0.0208438
