#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1      5.2947      5.2947           0
           2     5.51898     5.40684    0.079295
           3     6.33368     5.71579    0.257734
           4      5.7395     5.72171    0.193368
           5     4.87198     5.55177    0.216878
           6     5.84278     5.60027    0.186076
           7     5.58414     5.59797    0.159508
           8     5.64906     5.60435    0.139697
           9     5.14936      5.5538    0.133009
          10     5.70026     5.56844    0.120512
          11      5.6079     5.57203    0.109609
          12     5.53088      5.5686    0.100529
          13     5.31936     5.54943   0.0946064
          14     5.39962     5.53873   0.0884519
          15     5.41488     5.53047   0.0829396
          16     5.74576     5.54393   0.0788398
          17      5.1423      5.5203   0.0776613
          18     5.65286     5.52767   0.0736951
          19      5.6411     5.53364   0.0700578
          20     5.44592     5.52925   0.0666921
