#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1       -0.44       -0.44           0
           2       -0.28       -0.36   0.0565685
           3       -0.52   -0.413333   0.0576066
           4       -0.52       -0.44   0.0489898
           5       -0.28      -0.408   0.0485304
           6       -0.52   -0.426667   0.0438854
           7       -0.44   -0.428571   0.0376573
           8       -0.68       -0.46   0.0441588
           9       -0.68   -0.484444   0.0455179
          10       -0.68      -0.504   0.0449711
          11       -0.52   -0.505455   0.0409063
          12       -0.44        -0.5   0.0378594
          13       -0.52   -0.501538   0.0349784
          14       -0.52   -0.502857   0.0325048
          15       -0.44   -0.498667   0.0306067
          16       -0.52        -0.5   0.0287228
          17       -0.52   -0.501176   0.0270573
          18       -0.52   -0.502222   0.0255743
          19       -0.36   -0.494737   0.0253001
          20        -0.6        -0.5   0.0245764
          21       -0.52   -0.500952   0.0234246
          22       -0.52   -0.501818   0.0223758
          23       -0.44    -0.49913   0.0215638
          24        -0.6   -0.503333   0.0210709
          25       -0.36     -0.4976   0.0209936
          26       -0.36   -0.492308   0.0208425
          27        -0.2   -0.481481   0.0227089
          28       -0.36   -0.477143   0.0223085
          29       -0.12   -0.464828   0.0247057
          30       -0.36   -0.461333   0.0241281
          31       -0.44   -0.460645   0.0233595
          32        -0.6      -0.465   0.0230319
          33       -0.44   -0.464242   0.0223464
          34        -0.6   -0.468235    0.022043
          35       -0.36   -0.465143    0.021629
          36       -0.44   -0.464444   0.0210395
          37       -0.52   -0.465946   0.0205244
          38        -0.6   -0.469474   0.0202852
          39       -0.52   -0.470769   0.0198064
          40       -0.36      -0.468   0.0195038
          41        -0.6    -0.47122    0.019292
          42        -0.6   -0.474286   0.0190748
          43       -0.52   -0.475349   0.0186608
          44       -0.36   -0.472727   0.0184199
          45       -0.44      -0.472   0.0180249
          46        -0.6   -0.474783   0.0178466
          47       -0.52   -0.475745   0.0174928
          48       -0.36   -0.473333   0.0172938
          49       -0.28   -0.469388   0.0173851
          50       -0.36     -0.4672   0.0171745
          51       -0.36   -0.465098   0.0169659
          52       -0.36   -0.463077   0.0167596
          53       -0.44   -0.462642    0.016449
          54       -0.36   -0.460741   0.0162538
          55       -0.52   -0.461818    0.015994
          56       -0.36       -0.46   0.0158114
          57       -0.36   -0.458246    0.015631
          58       -0.44   -0.457931   0.0153647
          59       -0.36   -0.456271   0.0151937
          60       -0.52   -0.457333   0.0149775
          61        -0.2   -0.453115   0.0153146
          62       -0.44   -0.452903    0.015069
          63       -0.28   -0.450159   0.0150777
          64       -0.28     -0.4475   0.0150747
          65       -0.52   -0.448615    0.014884
          66       -0.52   -0.449697   0.0146977
          67       -0.36   -0.448358   0.0145392
          68        -0.6   -0.450588   0.0144954
          69       -0.52   -0.451594   0.0143202
          70        -0.6   -0.453714   0.0142717
          71       -0.52   -0.454648   0.0141012
          72       -0.44   -0.454444   0.0139068
          73        -0.6   -0.456438   0.0138585
          74       -0.52   -0.457297   0.0136978
          75       -0.52   -0.458133   0.0135406
          76        -0.6       -0.46   0.0134905
          77       -0.52   -0.460779   0.0133378
          78        -0.6   -0.462564   0.0132857
          79       -0.52   -0.463291   0.0131374
          80       -0.28      -0.461   0.0131715
          81       -0.68   -0.463704   0.0132835
          82       -0.68   -0.466341   0.0133808
          83       -0.44   -0.466024   0.0132233
          84       -0.52   -0.466667   0.0130815
          85       -0.28   -0.464471   0.0131107
          86       -0.52   -0.465116   0.0129741
          87       -0.52   -0.465747   0.0128403
          88       -0.44   -0.465455   0.0126977
          89       -0.36    -0.46427   0.0126102
          90        -0.6   -0.465778     0.01256
          91       -0.52   -0.466374   0.0124361
          92       -0.52   -0.466957   0.0123145
          93       -0.52   -0.467527   0.0121953
          94       -0.44   -0.467234   0.0120691
          95        -0.6   -0.468632   0.0120227
          96        -0.6       -0.47   0.0119751
          97        -0.6    -0.47134   0.0119264
          98       -0.44    -0.47102    0.011809
          99       -0.28   -0.469091   0.0118463
         100       -0.52     -0.4696   0.0117388
         101       -0.52   -0.470099   0.0116331
         102        -0.6   -0.471373   0.0115886
         103       -0.52   -0.471845   0.0114857
         104       -0.52   -0.472308   0.0113846
         105       -0.52   -0.472762   0.0112852
         106       -0.52   -0.473208   0.0111875
         107       -0.52   -0.473645   0.0110915
         108       -0.52   -0.474074   0.0109971
         109       -0.36   -0.473028   0.0109459
         110       -0.28   -0.471273   0.0109862
         111        -0.2   -0.468829   0.0111557
         112       -0.36   -0.467857   0.0110983
         113       -0.44   -0.467611   0.0110029
         114       -0.36   -0.466667   0.0109468
         115       -0.44   -0.466435    0.010854
         116       -0.44   -0.466207   0.0107629
         117        -0.2   -0.463932   0.0109087
         118       -0.68   -0.465763   0.0109689
         119       -0.52   -0.466218   0.0108862
         120       -0.44      -0.466   0.0107976
         121       -0.28   -0.464463   0.0108173
         122       -0.44   -0.464262   0.0107305
