#   N_BLOCK:  ACCEPTANCE:
           1    0.508876
           2    0.508906
           3     0.50887
           4    0.508855
           5    0.508939
           6    0.508924
           7    0.508736
           8    0.508764
           9    0.508823
          10      0.5089
          11    0.508821
          12    0.508872
          13    0.508861
          14    0.508734
          15    0.508747
          16     0.50871
          17    0.508694
          18    0.508702
          19    0.508729
          20    0.508756
