#   N_BLOCK:  ACCEPTANCE:
           1     0.36069
           2    0.360849
           3    0.361202
           4    0.361586
           5    0.361385
           6    0.361434
           7     0.36146
           8    0.361374
           9    0.361502
          10    0.361349
          11    0.361411
          12    0.361375
          13    0.361344
          14    0.361328
          15    0.361365
          16    0.361286
          17    0.361286
          18    0.361354
          19    0.361324
          20    0.361213
