#   N_BLOCK:  ACCEPTANCE:
           1    0.504502
           2    0.504338
           3    0.504423
           4     0.50444
           5    0.504455
           6    0.504468
           7    0.504509
           8    0.504556
           9    0.504628
          10     0.50459
          11    0.504503
          12    0.504475
          13    0.504464
          14    0.504405
          15    0.504394
          16    0.504375
          17    0.504333
          18    0.504388
          19    0.504399
          20    0.504422
