#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     2.68452     2.68452           0
           2       2.576     2.63026   0.0383676
           3     2.37464     2.54505    0.074124
           4      2.3383     2.49336   0.0713747
           5     2.58566     2.51182   0.0594388
           6     2.50874     2.51131   0.0495345
           7     2.66148     2.53276    0.046874
           8     2.65742     2.54835   0.0435278
           9     2.60622     2.55478   0.0391635
          10     2.47334     2.54663   0.0360839
          11      2.6379     2.55493   0.0337439
          12      2.5701     2.55619   0.0309556
          13     2.49144     2.55121   0.0289724
          14     2.71174     2.56268   0.0290835
          15      2.5033     2.55872   0.0274127
          16     2.42452     2.55033   0.0269521
          17     2.67318     2.55756   0.0263176
          18      2.7672     2.56921   0.0273113
          19      2.4899     2.56503   0.0261908
          20     2.67818     2.57069    0.025485
