Block   Block_avgCumulative_avg       Error
695   -0.428588   -0.442692  0.00314139
696   -0.411522   -0.442648  0.00313719
697  -0.0376077   -0.442067  0.00318599
698   -0.508685   -0.442163  0.00318285
699   -0.444869   -0.442167  0.00317831
700   -0.479784    -0.44222  0.00317422
701   -0.539323   -0.442358  0.00317271
702   0.0931856   -0.441597   0.0032585
703   -0.477409   -0.441648  0.00325426
704   -0.528618   -0.441771  0.00325199
705   -0.476508    -0.44182  0.00324775
706   -0.386241   -0.441742  0.00324411
707   -0.473954   -0.441787  0.00323984
708   -0.437773   -0.441781  0.00323527
709    -0.40777   -0.441733  0.00323107
710   -0.468164   -0.441771  0.00322673
711   -0.302747   -0.441575  0.00322811
712   -0.447008   -0.441583  0.00322359
713   -0.392941   -0.441515  0.00321979
714   -0.492629   -0.441586  0.00321608
715   -0.461458   -0.441614   0.0032117
716   -0.494213   -0.441687  0.00320806
717   -0.384391   -0.441608  0.00320458
718   -0.455948   -0.441628  0.00320018
719   -0.328926   -0.441471  0.00319957
720   -0.501853   -0.441555  0.00319622
721   -0.481682    -0.44161  0.00319228
722   -0.527558   -0.441729  0.00319008
723   -0.533979   -0.441857  0.00318821
724   -0.503358   -0.441942  0.00318494
725   -0.374718   -0.441849   0.0031819
726   -0.497164   -0.441925  0.00317843
727   -0.446266   -0.441931  0.00317407
728   -0.504486   -0.442017  0.00317087
729   -0.459302    -0.44204  0.00316661
730   -0.422536   -0.442014  0.00316239
731   -0.479362   -0.442065  0.00315848
732   -0.181044   -0.441709  0.00317421
733   -0.427491   -0.441689  0.00316994
734   -0.517174   -0.441792  0.00316729
735   -0.442372   -0.441793  0.00316298
736     -0.4506   -0.441805  0.00315871
737   -0.379527    -0.44172  0.00315556
738   -0.385243   -0.441644  0.00315221
739   -0.483548   -0.441701  0.00314846
740   -0.453289   -0.441716  0.00314424
741    -0.40706    -0.44167  0.00314035
742   -0.518231   -0.441773  0.00313781
743    0.475418    -0.44054  0.00336737
744   -0.446951   -0.440548  0.00336285
745    -0.43443    -0.44054  0.00335835
746   -0.438953   -0.440538  0.00335386
747   -0.285278    -0.44033  0.00335579
748   -0.418725   -0.440302  0.00335144
749   -0.194995   -0.439975  0.00336291
750   -0.451437    -0.43999  0.00335846
751   -0.431967   -0.439979  0.00335401
752   -0.562621   -0.440142  0.00335351
753   -0.413608   -0.440107  0.00334924
754   -0.463693   -0.440138  0.00334495
755    -0.47629   -0.440186  0.00334086
756   -0.564724    -0.44035   0.0033405
757   -0.509463   -0.440442  0.00333734
758   -0.387434   -0.440372  0.00333367
759   -0.549944   -0.440516   0.0033324
760   -0.504874   -0.440601  0.00332909
761   -0.470034   -0.440639  0.00332495
762    -0.39561    -0.44058  0.00332111
763   -0.233993    -0.44031  0.00332776
764   -0.463451    -0.44034  0.00332355
765   -0.348292    -0.44022  0.00332138
766   -0.346769   -0.440098  0.00331929
767   -0.448983    -0.44011  0.00331498
768   -0.512737   -0.440204  0.00331201
769   -0.460606    -0.44023  0.00330782
770   -0.439958    -0.44023  0.00330352
771   -0.524615   -0.440339  0.00330105
772   -0.415519   -0.440307  0.00329693
773   -0.379975   -0.440229  0.00329359
774   -0.450904   -0.440243  0.00328937
775   -0.467841   -0.440279  0.00328532
776    -0.50499   -0.440362  0.00328215
777   -0.446308    -0.44037  0.00327794
778    -0.55399   -0.440515  0.00327697
779   -0.477673   -0.440563  0.00327311
780   -0.425215   -0.440543  0.00326898
781   -0.155722   -0.440179  0.00328505
782   -0.347808   -0.440061  0.00328297
783   -0.503411   -0.440142  0.00327978
784   -0.458596   -0.440166  0.00327568
785   -0.476165   -0.440211  0.00327183
786    -0.39705   -0.440157  0.00326813
787   -0.515726   -0.440252  0.00326539
788   -0.330893   -0.440114  0.00326419
789    -0.42241   -0.440091  0.00326014
790   -0.424706   -0.440072  0.00325607
791   -0.389795   -0.440009  0.00325258
792    -0.44073   -0.440009  0.00324847
793   -0.314404   -0.439851  0.00324823
794   -0.489508   -0.439914  0.00324475
795   -0.360843   -0.439814  0.00324219
796   -0.454512   -0.439833  0.00323817
797   -0.519382   -0.439932  0.00323565
798   -0.436756   -0.439928   0.0032316
799   -0.447467   -0.439938  0.00322757
800   -0.455247   -0.439957  0.00322359
801   -0.486658   -0.440015   0.0032201
802   -0.523078   -0.440119  0.00321775
803   -0.456404   -0.440139  0.00321381
804   -0.460821   -0.440165  0.00320992
805   -0.483139   -0.440218  0.00320637
806   -0.497687   -0.440289  0.00320319
807   -0.506055   -0.440371  0.00320026
808   -0.572518   -0.440534  0.00320047
809   -0.400528   -0.440485   0.0031969
810   -0.516317   -0.440578  0.00319432
811   -0.447187   -0.440586   0.0031904
812     -0.4248   -0.440567  0.00318653
813   -0.455925   -0.440586  0.00318267
814   -0.537367   -0.440704  0.00318098
815   -0.528755   -0.440812  0.00317891
816    -0.46288   -0.440839  0.00317513
817   -0.463434   -0.440867  0.00317137
818   -0.490491   -0.440928  0.00316807
819   -0.327806    -0.44079  0.00316721
820   -0.249655   -0.440557  0.00317191
821   -0.357723   -0.440456  0.00316965
822   -0.504033   -0.440533  0.00316674
823   -0.454636    -0.44055  0.00316294
824   -0.440742   -0.440551   0.0031591
825   -0.476023   -0.440594  0.00315557
826   -0.406276   -0.440552  0.00315202
827   -0.499771   -0.440624  0.00314903
828   -0.512352    -0.44071  0.00314641
829   -0.591166   -0.440891  0.00314785
830   -0.440298   -0.440891  0.00314406
831   -0.472144   -0.440928   0.0031405
832   -0.502486   -0.441002   0.0031376
833   -0.359658   -0.440905  0.00313535
834   -0.384588   -0.440837  0.00313232
835   -0.492945   -0.440899  0.00312919
836   -0.432317   -0.440889  0.00312547
837   -0.438605   -0.440886  0.00312174
838   -0.389015   -0.440825  0.00311863
839   -0.450376   -0.440836  0.00311493
840   -0.439514   -0.440834  0.00311123
841   -0.318068   -0.440689  0.00311095
842   -0.494171   -0.440752   0.0031079
843   -0.403823   -0.440708  0.00310453
844   -0.425111    -0.44069   0.0031009
845   -0.502372   -0.440763   0.0030981
846    -0.40213   -0.440717  0.00309477
847    -0.38293   -0.440649  0.00309187
848   -0.436064   -0.440644  0.00308823
849   -0.450034   -0.440655  0.00308462
850   -0.421835   -0.440633  0.00308107
851   -0.412665     -0.4406  0.00307763
852   -0.509468    -0.44068  0.00307508
853   -0.424318   -0.440661  0.00307153
854   -0.476128   -0.440703  0.00306822
855   -0.455138    -0.44072  0.00306468
856   -0.426079   -0.440703  0.00306115
857   -0.373009   -0.440624   0.0030586
858   -0.486274   -0.440677   0.0030555
859   -0.478121    -0.44072  0.00305225
860   -0.200678   -0.440442  0.00306142
861   -0.423185   -0.440422  0.00305794
862   -0.422422   -0.440401  0.00305446
863   -0.435774   -0.440395  0.00305093
864   -0.404103   -0.440353  0.00304769
865   -0.515493    -0.44044   0.0030454
866     -0.4047   -0.440399  0.00304217
867   -0.363497    -0.44031  0.00303995
868   -0.423179   -0.440291  0.00303652
869   -0.408691   -0.440254  0.00303324
870    -0.40511   -0.440214  0.00303003
871   -0.459294   -0.440236  0.00302663
872   -0.387375   -0.440175  0.00302377
873   -0.390653   -0.440119  0.00302084
874   -0.472291   -0.440155  0.00301761
875   -0.527077   -0.440255  0.00301579
876   -0.472185   -0.440291  0.00301257
877    -0.49118   -0.440349   0.0030097
878    -0.48265   -0.440397  0.00300666
879   -0.452912   -0.440411  0.00300327
880   -0.428657   -0.440398  0.00299989
881   -0.437982   -0.440395  0.00299649
882   -0.568781   -0.440541  0.00299662
883    -0.55066   -0.440665  0.00299582
884   -0.416619   -0.440638  0.00299256
885   -0.295961   -0.440475  0.00299363
886   -0.430493   -0.440463  0.00299028
887   -0.472059   -0.440499  0.00298712
888   -0.454483   -0.440515   0.0029838
889    -0.37134   -0.440437  0.00298146
890   -0.460482    -0.44046   0.0029782
891   -0.589117   -0.440626  0.00297952
892   -0.409615   -0.440591  0.00297638
893   -0.517425   -0.440677   0.0029743
894   -0.545436   -0.440794  0.00297327
895   -0.450976   -0.440806  0.00296998
896   -0.474564   -0.440843   0.0029669
897   -0.400269   -0.440798  0.00296394
898   -0.312505   -0.440656  0.00296408
899   -0.451263   -0.440667  0.00296081
900   -0.467856   -0.440698  0.00295767
901   -0.512499   -0.440777  0.00295546
902   -0.499492   -0.440842  0.00295291
903   -0.402077   -0.440799  0.00294995
904    -0.30602    -0.44065  0.00295045
905   -0.472352   -0.440685   0.0029474
906   -0.466464   -0.440714  0.00294428
907   -0.509625    -0.44079  0.00294202
908   -0.491981   -0.440846  0.00293932
909    -0.40003   -0.440801  0.00293643
910   -0.367358   -0.440721  0.00293431
911   -0.501724   -0.440787  0.00293186
912   -0.420633   -0.440765  0.00292873
913   -0.399566    -0.44072  0.00292587
914   -0.512917   -0.440799  0.00292373
915   -0.489538   -0.440852  0.00292103
916   -0.561275   -0.440984  0.00292079
917   -0.503133   -0.441051  0.00291839
918   -0.442661   -0.441053  0.00291522
919   -0.531279   -0.441151   0.0029137
920   -0.496508   -0.441211  0.00291115
921   -0.474805   -0.441248  0.00290822
922   -0.385826   -0.441188  0.00290569
923   -0.380884   -0.441122  0.00290328
924   -0.516489   -0.441204  0.00290128
925    -0.46544    -0.44123  0.00289826
926   -0.465027   -0.441256  0.00289525
927   -0.499949   -0.441319  0.00289282
928   -0.437349   -0.441315  0.00288971
929   -0.452285   -0.441327  0.00288662
930   -0.427061   -0.441311  0.00288356
931   -0.460004   -0.441331  0.00288054
932   -0.338736   -0.441221  0.00287955
933   -0.489779   -0.441273  0.00287693
934   -0.560838   -0.441401   0.0028767
935   -0.490412   -0.441454   0.0028741
936    -0.49052   -0.441506  0.00287151
937   -0.539273    -0.44161  0.00287034
938    -0.46255   -0.441632  0.00286737
939   -0.364289    -0.44155   0.0028655
940   -0.458997   -0.441569  0.00286251
941   -0.481193   -0.441611  0.00285978
942   -0.436971   -0.441606  0.00285675
943   -0.514673   -0.441683  0.00285477
944   -0.407455   -0.441647  0.00285198
945   -0.365487   -0.441567   0.0028501
946  -0.0702474   -0.441174  0.00287396
947   -0.417889    -0.44115  0.00287103
948   -0.500366   -0.441212  0.00286868
949   -0.471494   -0.441244  0.00286584
950   -0.469091   -0.441273  0.00286297
951   -0.408144   -0.441239  0.00286018
952   -0.454811   -0.441253  0.00285721
953    -0.39512   -0.441204  0.00285462
954   -0.518008   -0.441285  0.00285277
955   -0.450766   -0.441295   0.0028498
956   -0.415062   -0.441267  0.00284695
957   -0.345738   -0.441168  0.00284572
958   -0.389848   -0.441114  0.00284326
959     1.00349   -0.439609   0.0032143
960    -0.50473   -0.439677  0.00321167
961   -0.236081   -0.439466   0.0032153
962   -0.412014   -0.439437  0.00321208
963   -0.488206   -0.439488  0.00320915
964   -0.526997   -0.439578   0.0032071
965   -0.493731   -0.439634  0.00320427
966   -0.512943    -0.43971  0.00320185
967   -0.483686   -0.439756  0.00319887
968   -0.518003   -0.439836  0.00319659
969   -0.543993   -0.439944  0.00319509
970   -0.573187   -0.440081  0.00319475
971   -0.432103   -0.440073  0.00319147
972   -0.420274   -0.440052  0.00318825
973   -0.409408   -0.440021  0.00318513
974   -0.410435   -0.439991  0.00318201
975   -0.439628    -0.43999  0.00317875
976   -0.459702    -0.44001  0.00317556
977   -0.466355   -0.440037  0.00317242
978   -0.498173   -0.440097  0.00316974
979   -0.424156    -0.44008  0.00316654
980   -0.419229   -0.440059  0.00316339
981   -0.396981   -0.440015  0.00316047
982   -0.424236   -0.439999  0.00315729
983   -0.518809   -0.440079   0.0031551
984   -0.429262   -0.440068  0.00315191
985   -0.358519   -0.439986   0.0031498
986   0.0422517   -0.439497  0.00318431
987   -0.456208   -0.439514  0.00318113
988     -0.4703   -0.439545  0.00317807
989    -0.46535   -0.439571  0.00317496
990   -0.492861   -0.439625  0.00317221
991   -0.383656   -0.439569  0.00316952
992   -0.406475   -0.439535   0.0031665
993   -0.499994   -0.439596   0.0031639
994   -0.482468   -0.439639  0.00316101
995   -0.427461   -0.439627  0.00315786
996   -0.340392   -0.439527  0.00315626
997   -0.457227   -0.439545  0.00315314
998    -0.44644   -0.439552  0.00314999
999   -0.547956    -0.43966  0.00314871
