#   N_BLOCK:  ACCEPTANCE:
           1    0.517616
           2    0.517345
           3    0.517356
           4    0.517469
           5    0.517513
           6    0.517538
           7    0.517362
           8    0.517317
           9    0.517378
          10    0.517443
          11    0.517403
          12    0.517478
          13    0.517469
          14    0.517406
          15    0.517416
          16    0.517395
          17     0.51736
          18    0.517415
          19     0.51745
          20    0.517452
