#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.268677    0.268677           0
           2    0.239579    0.254128   0.0102875
           3    0.266905    0.258387  0.00768959
           4    0.250913    0.256518  0.00598989
           5    0.251243    0.255463  0.00488396
           6    0.257523    0.255807  0.00408202
           7     0.26735    0.257456  0.00381747
           8    0.243386    0.255697  0.00372342
           9    0.229012    0.252732  0.00433227
          10    0.283771    0.255836  0.00488606
          11    0.231523    0.253626  0.00491645
          12    0.278323    0.255684   0.0049187
          13    0.249008     0.25517  0.00456706
          14    0.252262    0.254962  0.00424556
          15    0.253133    0.254841  0.00396427
          16    0.230844    0.253341  0.00399013
          17    0.238224    0.252452  0.00385322
          18    0.297243     0.25494  0.00436939
          19     0.25238    0.254805   0.0041415
          20    0.260461    0.255088  0.00394407
