#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.270414    0.270414           0
           2    0.269972    0.270193 0.000156234
           3    0.274249    0.271545  0.00110879
           4    0.270654    0.271322 0.000853671
           5    0.270259     0.27111 0.000708937
           6    0.269778    0.270888 0.000624565
           7    0.268265    0.270513 0.000637891
           8    0.270237    0.270479 0.000559084
           9    0.270479    0.270479 0.000496964
          10    0.272925    0.270723  0.00050391
          11    0.270342    0.270689 0.000459291
          12    0.269126    0.270558   0.0004391
          13    0.270516    0.270555 0.000405335
          14    0.270534    0.270554 0.000376385
          15    0.269285    0.270469 0.000360669
          16    0.270646     0.27048 0.000338296
          17    0.270515    0.270482 0.000318403
          18    0.270809      0.2705 0.000301232
          19    0.269881    0.270468 0.000287135
          20    0.270032    0.270446 0.000273602
