#   N_BLOCK:  ACCEPTANCE:
           1    0.429075
           2    0.428829
           3      0.4289
           4    0.428957
           5    0.428856
           6    0.428772
           7    0.428723
           8    0.428816
           9    0.428788
          10    0.428893
          11    0.428885
          12    0.429023
          13    0.428875
          14    0.428841
          15    0.428939
          16    0.428811
          17    0.428793
          18     0.42881
          19    0.428797
          20     0.42871
