#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.28262     0.28262           0
           2     0.28624     0.28443  0.00127981
           3    0.284498    0.284453 0.000853408
           4    0.284319    0.284419  0.00064071
           5    0.287606    0.285057 0.000766641
           6    0.285797     0.28518  0.00064872
           7     0.28709    0.285453 0.000610728
           8    0.290392     0.28607 0.000786875
           9    0.285316    0.285986 0.000703889
          10    0.280164    0.285404 0.000840488
          11    0.290337    0.285853 0.000875562
          12    0.285255    0.285803 0.000804016
          13    0.283101    0.285595  0.00076855
          14    0.282323    0.285361  0.00074835
          15    0.286912    0.285465 0.000705568
          16    0.288124    0.285631 0.000680767
          17    0.279675    0.285281 0.000725305
          18    0.285976    0.285319 0.000686039
          19    0.288212    0.285471 0.000666612
          20    0.285337    0.285465 0.000633315
