#   N_BLOCK:  ACCEPTANCE:
           1    0.466672
           2    0.466629
           3    0.466649
           4    0.466894
           5    0.466929
           6    0.466923
           7    0.466937
           8    0.466939
           9    0.466929
          10    0.466922
          11    0.466893
          12    0.466892
          13     0.46682
          14    0.466711
          15    0.466656
          16    0.466607
          17    0.466653
          18    0.466743
          19    0.466748
          20    0.466755
