#   N_BLOCK:  ACCEPTANCE:
           1    0.248934
           2    0.248655
           3    0.248931
           4    0.248915
           5    0.248866
           6    0.248536
           7    0.248382
           8    0.248267
           9    0.248397
          10    0.248388
          11    0.248274
          12    0.248314
          13    0.248312
          14    0.248238
          15    0.248231
          16    0.248207
          17    0.248187
          18    0.248289
          19    0.248319
          20    0.248263
