#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.484491   -0.484491           0
           2   -0.485524   -0.485007 0.000365263
           3   -0.485449   -0.485154 0.000271525
           4   -0.485952   -0.485354 0.000266998
           5   -0.484275   -0.485138 0.000287835
           6    -0.48378   -0.484912   0.0003166
           7   -0.487862   -0.485333 0.000475305
           8   -0.486441   -0.485472 0.000435601
           9   -0.484232   -0.485334 0.000408396
          10   -0.484502   -0.485251 0.000375933
          11   -0.486684   -0.485381 0.000363627
          12   -0.485225   -0.485368 0.000333559
          13   -0.485898   -0.485409 0.000310385
          14   -0.486217   -0.485467 0.000293539
          15   -0.484474     -0.4854 0.000281325
          16    -0.48563   -0.485415 0.000264109
          17   -0.485504    -0.48542 0.000248625
          18   -0.486119   -0.485459 0.000237828
          19   -0.485921   -0.485483 0.000226553
          20    -0.48632   -0.485525  0.00021905
