#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.637609   -0.637609           0
           2   -0.639926   -0.638768 0.000819042
           3   -0.638324    -0.63862 0.000559189
           4   -0.636952   -0.638203 0.000553363
           5   -0.636164   -0.637795 0.000573646
           6   -0.638512   -0.637915 0.000490331
           7    -0.64047    -0.63828  0.00053928
           8   -0.640084   -0.638505 0.000516871
           9   -0.637421   -0.638385 0.000473272
          10   -0.636327   -0.638179 0.000468561
          11    -0.64118   -0.638452 0.000499106
          12   -0.638429    -0.63845 0.000457517
          13   -0.638227   -0.638433 0.000422643
          14   -0.641555   -0.638656 0.000447454
          15   -0.636289   -0.638498 0.000444566
          16   -0.639623   -0.638568 0.000422309
          17   -0.638689   -0.638575 0.000397527
          18   -0.641439   -0.638734 0.000406031
          19   -0.637878   -0.638689 0.000387156
          20   -0.639234   -0.638717 0.000368753
