#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1        0.32        0.32           0
           2        0.44        0.38   0.0424264
           3         0.4    0.386667   0.0288033
           4        0.44         0.4   0.0244949
           5         0.2        0.36   0.0407922
           6         0.4    0.366667   0.0345339
           7        0.48    0.382857   0.0331794
           8        0.64       0.415   0.0417956
           9        0.76    0.453333   0.0518307
          10        0.76       0.484   0.0549764
          11        0.76    0.509091   0.0554091
          12        0.72    0.526667   0.0535067
          13        0.64    0.535385   0.0500959
          14        0.64    0.542857   0.0470717
          15        0.68       0.552   0.0448127
          16        0.68        0.56     0.04272
          17        0.76    0.571765   0.0417956
          18        0.56    0.571111   0.0394788
          19        0.52    0.568421   0.0374925
          20        0.52       0.566   0.0356959
          21        0.48    0.561905   0.0342302
          22        0.56    0.561818   0.0326744
          23        0.52        0.56   0.0313043
          24        0.44       0.555   0.0303967
          25        0.48       0.552   0.0293285
          26        0.48    0.549231   0.0283309
          27        0.44    0.545185   0.0275689
          28        0.44    0.541429   0.0268391
          29        0.68    0.546207   0.0263355
          30        0.72       0.552    0.026087
          31        0.72    0.557419   0.0258023
          32         0.8       0.565   0.0260858
          33         0.8    0.572121   0.0262493
          34        0.64    0.574118   0.0255531
          35         0.6    0.574857   0.0248337
          36        0.68    0.577778    0.024315
          37        0.64    0.579459    0.023716
          38        0.72    0.583158   0.0233785
          39        0.76    0.587692   0.0232146
          40        0.76       0.592   0.0230304
          41        0.72    0.595122   0.0226793
          42        0.88    0.601905   0.0231314
          43        0.96    0.610233   0.0240459
          44           1    0.619091    0.025078
          45           1    0.627556   0.0259099
          46        0.88    0.633043   0.0259213
          47        0.88    0.638298   0.0258969
          48        0.88    0.643333   0.0258423
          49        0.88    0.648163   0.0257623
          50        0.88      0.6528   0.0256609
          51        0.88    0.657255   0.0255415
          52         0.8        0.66   0.0251974
          53        0.84    0.663396   0.0249499
          54        0.88    0.667407   0.0248082
          55        0.96    0.672727    0.024921
          56           1    0.678571   0.0251519
          57           1    0.684211   0.0253349
          58           1    0.689655   0.0254764
          59           1    0.694915   0.0255819
          60           1         0.7   0.0256558
          61           1    0.704918   0.0257023
          62        0.88    0.707742   0.0254424
          63        0.88    0.710476   0.0251851
          64         0.8    0.711875   0.0248304
          65        0.88    0.714462   0.0245827
          66         0.8    0.715758   0.0242444
          67        0.84    0.717612   0.0239533
          68        0.76    0.718235   0.0236092
          69        0.88     0.72058   0.0233831
          70        0.92    0.723429    0.023222
          71        0.92    0.726197   0.0230594
          72           1        0.73   0.0230505
          73        0.96    0.733151   0.0229491
          74        0.88    0.735135   0.0227246
          75         0.8       0.736   0.0224381
