#   N_BLOCK:  ACCEPTANCE:
           1   0.0661135
           2    0.066503
           3     0.06656
           4    0.066139
           5   0.0656237
           6   0.0660678
           7   0.0658292
           8   0.0655692
           9   0.0658028
          10   0.0660209
          11   0.0656582
          12   0.0656306
          13   0.0658192
          14   0.0657127
          15   0.0655469
          16    0.065571
          17   0.0654825
          18    0.065705
          19   0.0656689
          20    0.065533
